request_id,t_arrival,t_admit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,queue_s,tpot_s,error
mpc-57,1790360074.150900,1790360090.576523,1790360090.640720,1790360097.810854,16,256,16.489820,16.425622,0.028118,
mpc-58,1790360075.436317,1790360090.576795,1790360090.640724,1790360097.810863,13,256,15.204406,15.140477,0.028118,
mpc-59,1790360075.930425,1790360090.577029,1790360090.640727,1790360097.810870,21,256,14.710301,14.646604,0.028118,
mpc-60,1790360076.623520,1790360090.577268,1790360090.640729,1790360097.810876,15,256,14.017209,13.953748,0.028118,
mpc-61,1790360077.043865,1790360090.577477,1790360090.640731,1790360097.810882,20,256,13.596867,13.533613,0.028118,
mpc-62,1790360077.901944,1790360090.577721,1790360090.640734,1790360097.810887,25,256,12.738789,12.675777,0.028118,
mpc-63,1790360079.578703,1790360090.577956,1790360090.640736,1790360097.810892,22,256,11.062033,10.999254,0.028118,
mpc-64,1790360079.726462,1790360090.578170,1790360090.640738,1790360097.810897,27,256,10.914276,10.851708,0.028118,
mpc-65,1790360081.697348,1790360090.578387,1790360090.640740,1790360097.810903,17,256,8.943393,8.881039,0.028118,
mpc-66,1790360086.497965,1790360090.578584,1790360090.640742,1790360097.810909,30,256,4.142777,4.080619,0.028118,
mpc-67,1790360087.938380,1790360090.578814,1790360090.640745,1790360097.810914,13,256,2.702365,2.640434,0.028118,
mpc-68,1790360094.101095,1790360104.575171,1790360104.593849,1790360111.432870,13,256,10.492754,10.474076,0.026820,
mpc-69,1790360094.743875,1790360104.575658,1790360104.656354,1790360111.460414,48,256,9.912479,9.831783,0.026683,
mpc-70,1790360095.753925,1790360104.576043,1790360104.656357,1790360108.943676,15,162,8.902432,8.822119,0.026629,
mpc-71,1790360096.994028,1790360104.576283,1790360104.656360,1790360111.460424,30,256,7.662332,7.582255,0.026683,
mpc-72,1790360097.994592,1790360104.576540,1790360104.656362,1790360111.460430,21,256,6.661770,6.581948,0.026683,
mpc-73,1790360098.116152,1790360104.576765,1790360104.656364,1790360111.460437,64,256,6.540212,6.460612,0.026683,
mpc-74,1790360105.537381,1790360105.539468,1790360105.593188,1790360112.980569,16,256,0.055807,0.002087,0.028970,
mpc-75,1790360108.321193,1790360131.572686,1790360131.607176,1790360138.620005,28,256,23.285983,23.251493,0.027501,
mpc-76,1790360109.190236,1790360131.573343,1790360131.622000,1790360138.646127,20,256,22.431764,22.383107,0.027546,
mpc-77,1790360112.115340,1790360131.573630,1790360131.622003,1790360138.646136,16,256,19.506663,19.458290,0.027546,
mpc-78,1790360113.807649,1790360131.573878,1790360131.622005,1790360138.646142,33,256,17.814356,17.766228,0.027546,
mpc-79,1790360113.827089,1790360131.574264,1790360131.622008,1790360138.646149,34,256,17.794918,17.747174,0.027546,
mpc-80,1790360116.111256,1790360131.574597,1790360131.622010,1790360136.362117,55,172,15.510754,15.463341,0.027720,
mpc-81,1790360118.467638,1790360131.574972,1790360131.622012,1790360134.085663,33,90,13.154374,13.107334,0.027681,
mpc-82,1790360119.309391,1790360131.575300,1790360131.622014,1790360138.646155,17,256,12.312623,12.265908,0.027546,
mpc-83,1790360119.332045,1790360131.575574,1790360131.622016,1790360138.646161,23,256,12.289972,12.243529,0.027546,
mpc-84,1790360123.886210,1790360131.575859,1790360131.622018,1790360138.646167,15,256,7.735809,7.689650,0.027546,
mpc-85,1790360127.364844,1790360131.576132,1790360131.622021,1790360138.646172,30,256,4.257177,4.211288,0.027546,
mpc-86,1790360133.705734,1790360162.578699,1790360162.612735,1790360169.680516,23,256,28.907001,28.872964,0.027717,
mpc-87,1790360138.112289,1790360162.579143,1790360162.628319,1790360169.707433,20,256,24.516030,24.466853,0.027761,
mpc-88,1790360143.421640,1790360162.579461,1790360162.628323,1790360169.707443,26,256,19.206683,19.157821,0.027761,
mpc-89,1790360147.069944,1790360162.579736,1790360162.628325,1790360169.707451,29,256,15.558381,15.509792,0.027761,
mpc-90,1790360147.646451,1790360162.579981,1790360162.628327,1790360169.707457,23,256,14.981876,14.933530,0.027761,
mpc-91,1790360151.549220,1790360162.580225,1790360162.628329,1790360166.504230,24,140,11.079109,11.031005,0.027884,
mpc-92,1790360152.409640,1790360162.580457,1790360162.628331,1790360169.707463,18,256,10.218691,10.170817,0.027761,
mpc-93,1790360153.425555,1790360162.580670,1790360162.628333,1790360169.707468,17,256,9.202778,9.155115,0.027761,
mpc-94,1790360155.821909,1790360162.580882,1790360162.628335,1790360169.707474,34,256,6.806426,6.758972,0.027761,
mpc-95,1790360157.218086,1790360162.581139,1790360162.628337,1790360166.448551,18,138,5.410251,5.363053,0.027885,
mpc-96,1790360158.659205,1790360162.581352,1790360162.628339,1790360169.707479,30,256,3.969134,3.922147,0.027761,
mpc-97,1790360158.832289,1790360162.581566,1790360162.628341,1790360169.707484,15,256,3.796053,3.749277,0.027761,
mpc-98,1790360160.017960,1790360162.581755,1790360162.628343,1790360169.707489,11,256,2.610384,2.563795,0.027761,
mpc-99,1790360166.309120,1790360185.600178,1790360185.617721,1790360192.965519,28,256,19.308600,19.291057,0.028815,
mpc-100,1790360166.458711,1790360185.600724,1790360185.663423,1790360192.995824,11,256,19.204712,19.142014,0.028755,
mpc-101,1790360169.045926,1790360185.601007,1790360185.663426,1790360192.995833,18,256,16.617500,16.555082,0.028755,
mpc-102,1790360169.072671,1790360185.601265,1790360185.663428,1790360192.995841,18,256,16.590757,16.528594,0.028755,
mpc-103,1790360171.922561,1790360185.601501,1790360185.663431,1790360192.995847,15,256,13.740870,13.678940,0.028755,
mpc-104,1790360172.945419,1790360185.601725,1790360185.663433,1790360192.995854,17,256,12.718014,12.656306,0.028755,
mpc-105,1790360174.697311,1790360185.601954,1790360185.663435,1790360192.995859,32,256,10.966123,10.904643,0.028755,
mpc-106,1790360174.954905,1790360185.602226,1790360185.663437,1790360192.995865,19,256,10.708532,10.647321,0.028755,
mpc-107,1790360176.618853,1790360185.602440,1790360185.663439,1790360192.995870,28,256,9.044586,8.983587,0.028755,
mpc-108,1790360176.948885,1790360185.602659,1790360185.663441,1790360192.995875,12,256,8.714556,8.653774,0.028755,
mpc-109,1790360177.965991,1790360185.602851,1790360185.663443,1790360192.995882,17,256,7.697453,7.636860,0.028755,
mpc-110,1790360179.447626,1790360185.603055,1790360185.663445,1790360192.995887,17,256,6.215820,6.155430,0.028755,
mpc-111,1790360180.206393,1790360185.603278,1790360185.663448,1790360192.995892,24,256,5.457055,5.396885,0.028755,
mpc-112,1790360180.515234,1790360185.603487,1790360185.663450,1790360192.995896,17,256,5.148216,5.088253,0.028755,
mpc-113,1790360181.600564,1790360185.603683,1790360185.663452,1790360192.995901,30,256,4.062888,4.003119,0.028755,
mpc-114,1790360182.092227,1790360185.603903,1790360185.663455,1790360192.995906,32,256,3.571228,3.511676,0.028755,
mpc-115,1790360182.249523,1790360211.582558,1790360211.616767,1790360218.956916,27,256,29.367244,29.333035,0.028785,
mpc-116,1790360186.429192,1790360211.582990,1790360211.632769,1790360218.985467,17,256,25.203577,25.153798,0.028834,
mpc-117,1790360189.055428,1790360211.583291,1790360211.632772,1790360218.985477,22,256,22.577343,22.527863,0.028834,
mpc-118,1790360190.366327,1790360211.583593,1790360211.632774,1790360218.985485,15,256,21.266447,21.217266,0.028834,
mpc-119,1790360193.800273,1790360211.583833,1790360211.632776,1790360218.985491,18,256,17.832504,17.783561,0.028834,
mpc-120,1790360194.617481,1790360211.584078,1790360211.632779,1790360218.985497,33,256,17.015297,16.966597,0.028834,
mpc-121,1790360195.095078,1790360211.584352,1790360211.632781,1790360218.985503,14,256,16.537703,16.489273,0.028834,
mpc-122,1790360195.814711,1790360211.584576,1790360211.632783,1790360218.985509,23,256,15.818072,15.769865,0.028834,
mpc-123,1790360200.527416,1790360211.584808,1790360211.632785,1790360218.985513,22,256,11.105370,11.057392,0.028834,
mpc-124,1790360201.258055,1790360211.585057,1790360211.632788,1790360218.985519,17,256,10.374732,10.327001,0.028834,
mpc-125,1790360204.262889,1790360211.585294,1790360211.632790,1790360218.985524,16,256,7.369901,7.322406,0.028834,
mpc-126,1790360206.124669,1790360211.585515,1790360211.632792,1790360218.985528,17,256,5.508123,5.460847,0.028834,
mpc-127,1790360206.651014,1790360211.585732,1790360211.632794,1790360218.985534,29,256,4.981781,4.934718,0.028834,
mpc-128,1790360207.580517,1790360211.585972,1790360211.632796,1790360218.985539,29,256,4.052279,4.005455,0.028834,
mpc-129,1790360208.126633,1790360211.586221,1790360211.632798,1790360218.985544,19,256,3.506165,3.459589,0.028834,
mpc-130,1790360208.609928,1790360211.586450,1790360211.632801,1790360218.985549,34,256,3.022873,2.976521,0.028834,
mpc-131,1790360210.733734,1790360234.576867,1790360234.593791,1790360241.686224,17,256,23.860057,23.843133,0.027813,
mpc-132,1790360213.502747,1790360234.577337,1790360234.617795,1790360238.029436,25,123,21.115049,21.074590,0.027964,
mpc-133,1790360213.521032,1790360234.577657,1790360234.617799,1790360241.712510,14,256,21.096767,21.056626,0.027822,
mpc-134,1790360217.237584,1790360234.577913,1790360234.617801,1790360236.572781,17,70,17.380218,17.340329,0.028333,
mpc-135,1790360218.788193,1790360234.578159,1790360234.617804,1790360241.712519,32,256,15.829611,15.789965,0.027822,
mpc-136,1790360222.477248,1790360234.578429,1790360234.617806,1790360241.712526,31,256,12.140559,12.101181,0.027822,
mpc-137,1790360222.546611,1790360234.578683,1790360234.617809,1790360241.712533,33,256,12.071197,12.032072,0.027822,
mpc-138,1790360224.846106,1790360234.578952,1790360234.617811,1790360241.712540,72,256,9.771705,9.732846,0.027822,
mpc-139,1790360224.996929,1790360234.579338,1790360234.617813,1790360240.784363,16,222,9.620884,9.582409,0.027903,
mpc-140,1790360226.541591,1790360234.579571,1790360234.617815,1790360241.712546,26,256,8.076224,8.037980,0.027822,
mpc-141,1790360230.510969,1790360234.579810,1790360234.617818,1790360241.712552,30,256,4.106849,4.068841,0.027822,
mpc-142,1790360232.186146,1790360234.580057,1790360234.617820,1790360241.712558,22,256,2.431674,2.393911,0.027823,
mpc-143,1790360238.204109,1790360261.580256,1790360261.614149,1790360268.917679,33,256,23.410039,23.376147,0.028641,
mpc-144,1790360238.660462,1790360261.580746,1790360261.660943,1790360265.009459,17,119,23.000481,22.920284,0.028377,
mpc-145,1790360245.231909,1790360261.581114,1790360261.660946,1790360268.945980,15,256,16.429037,16.349205,0.028569,
mpc-146,1790360245.503027,1790360261.581426,1790360261.660949,1790360268.945990,17,256,16.157921,16.078398,0.028569,
mpc-147,1790360249.235790,1790360261.581716,1790360261.660951,1790360267.480458,21,205,12.425161,12.345927,0.028527,
mpc-148,1790360249.635332,1790360261.582019,1790360261.660953,1790360268.945996,14,256,12.025620,11.946687,0.028569,
mpc-149,1790360249.980744,1790360261.582316,1790360261.660955,1790360268.946003,19,256,11.680211,11.601572,0.028569,
mpc-150,1790360250.299599,1790360261.582607,1790360261.660957,1790360268.946009,18,256,11.361358,11.283008,0.028569,
mpc-151,1790360251.717038,1790360261.582887,1790360261.660959,1790360268.946014,24,256,9.943921,9.865849,0.028569,
mpc-152,1790360252.318039,1790360261.583185,1790360261.660961,1790360268.946020,14,256,9.342922,9.265146,0.028569,
mpc-153,1790360252.582402,1790360261.583442,1790360261.660963,1790360268.946025,37,256,9.078561,9.001040,0.028569,
mpc-154,1790360252.724092,1790360261.583754,1790360261.660965,1790360268.946030,18,256,8.936873,8.859662,0.028569,
mpc-155,1790360252.773033,1790360261.584039,1790360261.660970,1790360268.946035,17,256,8.887938,8.811006,0.028569,
mpc-156,1790360254.047043,1790360261.584312,1790360261.660973,1790360268.946040,31,256,7.613930,7.537269,0.028569,
mpc-157,1790360255.356752,1790360261.584614,1790360261.660975,1790360268.946046,15,256,6.304224,6.227862,0.028569,
mpc-158,1790360256.959034,1790360261.584956,1790360261.660978,1790360268.946051,24,256,4.701943,4.625922,0.028569,
mpc-159,1790360260.217728,1790360265.013574,1790360265.070034,1790360273.126169,19,256,4.852307,4.795847,0.031593,
mpc-160,1790360263.158285,1790360271.578207,1790360271.656563,1790360278.286030,43,256,8.498277,8.419922,0.025998,
mpc-161,1790360264.659069,1790360271.578645,1790360271.656566,1790360278.286039,23,256,6.997497,6.919576,0.025998,
mpc-162,1790360265.301675,1790360271.579003,1790360271.656568,1790360278.286047,19,256,6.354893,6.277327,0.025998,
mpc-163,1790360266.464118,1790360271.579324,1790360271.656571,1790360277.590861,34,229,5.192453,5.115206,0.026028,
mpc-164,1790360270.539517,1790360271.579664,1790360271.656574,1790360278.286053,16,256,1.117057,1.040148,0.025998,
