t,budget,p_1s,p_10s,q,oldest,n_run,arrivals,tokens,tpot,cap,ctrl_ms,info
47.001,100.0,99.026,97.534,7,9.31,1,1,22,0.04537,0,0.001,{}
48.0,100.0,99.097,97.524,9,10.31,1,2,23,0.04517,0,0.001,{}
49.001,100.0,99.159,97.522,9,11.311,1,0,22,0.04518,0,0.001,{}
50.001,100.0,99.228,97.522,9,12.31,1,0,22,0.04526,0,0.001,{}
51.001,100.0,99.246,97.522,10,13.311,1,1,22,0.0451,0,0.001,{}
52.0,100.0,99.33,97.535,10,14.31,1,0,22,0.04532,0,0.002,{}
53.0,100.0,76.274,96.371,10,15.31,0,0,7,0.04533,8,0.006,{}
54.001,100.0,97.987,96.317,3,6.196,8,1,281,0.02806,4,0.001,{}
55.001,100.0,99.49,97.883,5,7.196,8,2,288,0.02758,4,0.001,{}
56.001,100.0,99.522,98.114,5,8.196,8,0,288,0.02764,4,0.001,{}
57.001,100.0,99.566,98.13,6,9.196,8,1,296,0.02757,4,0.001,{}
58.001,100.0,99.527,98.135,7,10.196,8,1,288,0.02756,4,0.001,{}
59.0,100.0,99.475,98.132,7,11.196,8,0,288,0.0276,4,0.001,{}
60.0,100.0,99.523,98.135,8,12.196,8,1,288,0.02766,4,0.001,{}
61.001,100.0,99.51,98.133,5,6.344,4,1,164,0.02661,2,0.001,{}
62.001,100.0,99.504,98.136,5,7.344,4,0,152,0.02628,2,0.001,{}
63.0,100.0,99.361,98.137,6,8.343,4,1,152,0.02634,2,0.001,{}
64.0,100.0,99.555,98.132,6,9.343,4,0,152,0.02629,2,0.001,{}
65.001,100.0,99.548,98.155,6,10.344,4,0,152,0.02635,2,0.001,{}
66.001,100.0,99.46,98.169,6,11.344,4,0,152,0.02638,2,0.001,{}
67.0,100.0,99.211,98.179,4,9.407,2,0,138,0.02655,1,0.001,{}
68.001,100.0,99.693,98.208,6,10.408,2,2,78,0.0257,1,0.001,{}
69.001,100.0,99.518,98.226,6,11.407,2,0,78,0.02587,1,0.001,{}
70.001,100.0,99.566,98.243,6,12.408,2,0,78,0.02557,1,0.001,{}
71.0,100.0,99.513,98.257,7,13.407,2,1,78,0.02561,1,0.001,{}
72.001,100.0,99.508,98.265,7,14.408,2,0,78,0.02558,1,0.001,{}
73.0,100.0,99.588,99.431,8,15.407,2,1,78,0.02565,1,0.001,{}
74.0,100.0,100.099,99.537,7,14.982,1,0,49,0.02999,0,0.001,{}
75.0,100.0,99.121,99.518,7,15.982,1,0,21,0.04719,0,0.001,{}
76.001,100.0,99.305,99.507,8,16.983,1,1,21,0.04702,0,0.001,{}
77.001,100.0,99.167,99.488,9,17.983,1,1,21,0.04698,0,0.001,{}
78.001,100.0,99.301,99.476,10,18.983,1,1,22,0.04672,0,0.001,{}
79.001,100.0,99.271,99.466,11,19.983,1,1,21,0.04688,0,0.001,{}
80.0,100.0,99.142,99.447,12,20.982,1,1,22,0.04553,0,0.001,{}
81.0,100.0,98.952,99.419,14,21.982,1,2,22,0.04581,0,0.001,{}
82.0,100.0,99.092,99.398,14,22.983,1,0,22,0.04548,0,0.001,{}
83.001,100.0,99.122,99.386,14,23.983,1,0,22,0.04573,0,0.001,{}
84.0,100.0,99.094,99.363,15,24.982,1,1,22,0.0453,0,0.001,{}
85.0,100.0,99.02,99.337,15,25.982,1,0,22,0.04605,0,0.001,{}
86.0,100.0,76.986,98.213,15,26.982,0,0,6,0.04582,8,0.006,{}
87.001,100.0,95.597,98.033,8,10.566,8,1,281,0.02827,8,0.001,{}
88.0,100.0,99.234,98.01,9,11.566,8,1,288,0.02764,4,0.001,{}
89.001,100.0,99.479,98.008,9,12.566,8,0,288,0.02771,4,0.001,{}
90.001,88.0,99.514,98.005,9,13.567,8,0,288,0.02759,4,0.001,{}
91.0,88.0,99.533,98.006,9,14.566,8,0,288,0.02768,4,0.001,{}
92.0,88.0,99.523,98.007,9,15.566,8,0,288,0.02772,4,0.001,{}
93.0,88.0,99.501,98.003,9,16.566,7,0,273,0.0275,3,0.001,{}
94.001,88.0,99.532,97.974,9,14.983,3,3,127,0.02629,1,0.001,{}
95.001,88.0,99.558,97.996,10,15.982,3,1,114,0.02607,1,0.001,{}
96.001,88.0,99.539,98.008,11,16.983,3,1,117,0.02601,1,0.001,{}
97.0,88.0,99.492,98.024,11,17.982,3,0,114,0.026,1,0.001,{}
98.0,88.0,99.477,98.033,12,18.982,3,1,117,0.02596,1,0.002,{}
99.0,88.0,99.546,98.047,14,19.982,3,2,114,0.02599,1,0.001,{}
100.001,88.0,99.813,98.08,13,19.739,1,0,97,0.02658,0,0.001,{}
101.0,88.0,99.192,98.092,13,20.739,1,0,21,0.0474,0,0.001,{}
102.001,88.0,99.232,98.099,14,21.739,1,1,21,0.04713,0,0.001,{}
103.001,88.0,98.978,98.092,16,22.74,1,2,22,0.04707,0,0.002,{}
104.0,88.0,99.286,98.102,17,23.739,1,1,21,0.04676,0,0.001,{}
105.001,88.0,99.182,98.11,18,24.739,1,1,21,0.04657,0,0.001,{}
106.001,88.0,99.08,99.214,20,25.739,1,2,22,0.04574,0,0.001,{}
107.0,88.0,99.084,99.389,21,26.739,1,1,22,0.0457,0,0.001,{}
108.001,88.0,99.074,99.381,21,27.739,1,0,22,0.04566,0,0.001,{}
109.001,88.0,99.171,99.365,23,28.739,1,2,22,0.04549,0,0.001,{}
110.001,88.0,99.05,99.342,23,29.739,1,0,22,0.04583,0,0.001,{}
111.001,88.0,99.169,99.324,24,30.739,1,1,22,0.04563,0,0.001,{}
112.001,88.0,89.674,98.831,24,31.739,0,0,13,0.04569,0,0.005,{}
113.001,88.0,62.014,96.957,24,32.739,0,0,0,0.0,8,0.005,{}
114.0,88.0,98.107,96.886,15,18.414,8,0,280,0.02821,4,0.001,{}
115.0,88.0,99.003,96.858,16,19.414,8,1,288,0.0275,4,0.001,{}
116.0,88.0,99.469,96.855,16,20.414,8,0,288,0.02758,4,0.001,{}
117.001,88.0,99.481,96.854,17,21.415,7,1,264,0.02742,3,0.001,{}
118.0,88.0,99.52,96.856,17,22.415,7,0,252,0.0274,3,0.001,{}
119.0,88.0,99.51,96.854,17,23.414,7,0,259,0.02749,3,0.001,{}
120.001,88.0,99.542,96.841,17,24.415,7,0,252,0.02742,3,0.001,{}
121.0,88.0,99.368,96.85,14,22.754,3,0,123,0.02648,1,0.001,{}
122.001,88.0,99.523,96.864,14,23.754,3,0,114,0.02596,1,0.001,{}
123.0,88.0,99.558,96.893,15,24.754,2,1,115,0.02597,1,0.001,{}
124.0,88.0,99.496,96.904,16,25.754,2,1,78,0.02556,1,0.001,{}
125.0,88.0,99.515,96.92,17,26.754,2,1,78,0.02559,1,0.001,{}
126.0,88.0,99.578,96.945,18,27.754,2,1,78,0.02559,1,0.001,{}
127.0,88.0,99.757,96.979,19,25.423,1,2,63,0.02734,0,0.001,{}
128.0,88.0,99.077,96.979,19,26.424,1,0,21,0.0471,0,0.001,{}
129.0,88.0,99.25,96.983,19,27.423,1,0,21,0.04707,0,0.001,{}
130.0,88.0,99.15,96.988,19,28.424,1,0,22,0.04685,0,0.001,{}
131.0,88.0,99.361,96.998,19,29.423,1,0,21,0.04665,0,0.001,{}
132.001,88.0,99.089,97.468,19,30.424,1,0,21,0.04677,0,0.001,{}
133.0,88.0,99.097,99.323,19,31.423,1,0,22,0.0457,0,0.001,{}
134.001,88.0,99.033,99.369,20,32.424,1,1,22,0.04585,0,0.001,{}
135.0,88.0,99.018,99.37,20,33.423,1,0,22,0.04589,0,0.001,{}
136.0,88.0,99.079,99.35,20,34.424,1,0,22,0.04574,0,0.001,{}
137.0,88.0,99.116,99.332,21,35.424,1,1,22,0.04582,0,0.001,{}
138.001,88.0,98.84,99.298,22,36.424,1,1,21,0.04663,0,0.001,{}
139.001,88.0,85.273,98.586,22,37.424,0,0,12,0.04639,0,0.001,{}
140.0,88.0,62.245,96.721,22,38.423,0,0,0,0.0,8,0.005,{}
141.0,88.0,99.743,96.74,15,32.992,8,1,273,0.02834,4,0.001,{}
142.0,88.0,99.298,96.729,15,33.991,8,0,288,0.02772,4,0.001,{}
143.001,88.0,99.504,96.726,17,34.992,8,2,288,0.02771,4,0.001,{}
144.001,88.0,99.489,96.726,17,35.992,8,0,288,0.02754,4,0.001,{}
145.0,88.0,99.498,96.725,18,36.991,7,1,286,0.02759,3,0.001,{}
146.0,88.0,99.522,96.722,18,37.992,7,0,252,0.02742,3,0.001,{}
147.0,88.0,99.534,96.711,19,38.991,7,1,252,0.02742,3,0.001,{}
148.001,88.0,99.515,96.733,18,33.059,3,2,135,0.02634,1,0.001,{}
149.0,88.0,99.509,96.746,18,34.059,3,0,114,0.02609,1,0.001,{}
150.001,78.0,99.468,96.762,18,35.059,3,0,114,0.02607,1,0.001,{}
151.001,78.0,99.481,96.768,18,36.059,3,0,117,0.02593,1,0.001,{}
152.0,78.0,99.523,96.789,18,37.059,3,0,117,0.02594,1,0.001,{}
153.001,78.0,99.532,96.811,19,38.059,2,1,110,0.02587,1,0.001,{}
154.0,78.0,100.045,96.862,18,37.618,1,0,66,0.02647,0,0.001,{}
155.001,78.0,98.99,96.86,18,38.619,1,0,21,0.04731,0,0.002,{}
156.0,78.0,99.253,96.869,19,39.618,1,1,22,0.04672,0,0.002,{}
157.0,78.0,99.195,96.873,19,40.618,1,0,21,0.04699,0,0.002,{}
158.001,78.0,99.143,96.888,19,41.619,1,0,21,0.04717,0,0.001,{}
159.001,78.0,99.275,97.588,19,42.618,1,0,22,0.04586,0,0.001,{}
160.001,78.0,98.856,99.419,19,43.619,1,0,21,0.04662,0,0.001,{}
161.001,78.0,98.895,99.376,19,44.618,1,0,22,0.04672,0,0.001,{}
162.0,78.0,98.966,99.36,19,45.618,1,0,22,0.04582,0,0.001,{}
163.0,78.0,99.061,99.338,20,46.618,1,1,22,0.04573,0,0.001,{}
164.001,78.0,98.878,99.307,20,47.619,1,0,21,0.04628,0,0.001,{}
165.0,78.0,99.181,99.291,20,48.618,1,0,22,0.04566,0,0.001,{}
166.001,78.0,89.734,98.802,20,49.618,0,0,14,0.04613,0,0.005,{}
167.001,78.0,61.902,96.92,21,50.618,0,1,0,0.0,8,0.006,{}
168.0,78.0,103.828,97.136,13,31.235,8,0,273,0.02856,4,0.001,{}
169.001,78.0,98.815,97.101,13,32.235,8,0,288,0.02764,4,0.001,{}
170.001,78.0,99.508,97.103,13,33.236,8,0,296,0.02767,4,0.001,{}
171.001,78.0,99.497,97.104,13,34.236,8,0,288,0.02761,4,0.001,{}
172.001,78.0,99.442,97.1,14,35.236,7,1,271,0.02768,3,0.001,{}
173.0,78.0,99.499,97.098,14,36.235,7,0,252,0.02751,3,0.001,{}
174.001,78.0,99.522,97.072,14,37.236,6,0,225,0.02709,3,0.001,{}
175.001,78.0,99.511,97.098,11,32.749,3,0,123,0.02631,1,0.001,{}
176.001,78.0,99.515,97.111,12,33.75,3,1,117,0.02603,1,0.001,{}
177.001,78.0,99.525,97.128,13,34.749,3,1,114,0.02591,1,0.001,{}
178.001,78.0,99.514,97.146,13,35.75,3,0,117,0.02599,1,0.001,{}
179.0,78.0,99.519,97.158,13,36.749,3,0,114,0.02592,1,0.001,{}
180.001,78.0,99.496,97.19,14,37.749,3,1,117,0.02596,1,0.001,{}
181.0,78.0,99.931,97.242,14,38.729,1,1,94,0.02684,0,0.001,{}
182.001,78.0,99.087,97.248,15,39.73,1,1,21,0.0475,0,0.001,{}
183.0,78.0,99.28,97.259,15,40.729,1,0,21,0.04694,0,0.001,{}
184.001,78.0,99.36,97.283,15,41.729,1,0,22,0.04665,0,0.001,{}
185.001,78.0,99.247,97.287,16,42.73,1,1,21,0.04734,0,0.001,{}
186.0,78.0,98.992,97.749,17,43.729,1,1,22,0.04652,0,0.001,{}
187.0,78.0,98.948,99.602,17,44.729,1,0,21,0.04642,0,0.001,{}
188.001,78.0,99.023,99.362,19,45.729,1,2,22,0.0458,0,0.001,{}
189.0,78.0,99.042,99.373,20,46.729,1,1,22,0.04598,0,0.001,{}
190.0,78.0,98.992,99.347,20,47.729,1,0,21,0.04613,0,0.001,{}
191.001,78.0,99.066,99.326,20,48.729,1,0,22,0.04607,0,0.001,{}
192.0,78.0,98.928,99.3,20,49.729,1,0,22,0.04617,0,0.001,{}
193.001,78.0,91.355,98.893,20,50.73,0,0,14,0.04579,0,0.005,{}
194.001,78.0,62.348,97.034,20,51.73,0,0,0,0.0,8,0.006,{}
195.001,78.0,101.816,97.149,14,28.444,8,2,273,0.02861,4,0.001,{}
196.0,78.0,98.801,97.113,14,29.443,8,0,288,0.02774,4,0.001,{}
197.001,78.0,99.501,97.112,14,30.444,7,0,272,0.0275,3,0.001,{}
198.001,78.0,99.493,97.111,16,31.444,7,2,259,0.02743,3,0.001,{}
199.001,78.0,99.53,97.112,16,32.444,6,0,245,0.02738,3,0.001,{}
200.001,78.0,99.551,97.115,16,33.444,6,0,222,0.02721,3,0.001,{}
201.0,78.0,99.49,97.092,17,34.443,6,1,222,0.02712,3,0.001,{}
202.0,78.0,99.287,97.102,15,25.91,3,1,120,0.02614,1,0.001,{}
203.001,78.0,99.592,97.118,15,26.911,3,0,117,0.02592,1,0.001,{}
204.001,78.0,99.439,97.122,17,27.911,3,2,114,0.02591,1,0.001,{}
205.001,78.0,99.52,97.136,17,28.911,3,0,117,0.02592,1,0.001,{}
206.001,78.0,99.527,97.162,19,29.911,3,2,114,0.0259,1,0.001,{}
207.0,78.0,99.547,97.192,20,30.91,3,1,117,0.02596,1,0.001,{}
208.001,78.0,99.782,97.23,20,28.007,1,1,92,0.02679,0,0.001,{}
209.0,78.0,99.16,97.236,22,29.006,1,2,21,0.04743,0,0.001,{}
210.001,100.0,99.406,97.257,22,30.007,1,0,22,0.04668,0,0.001,{}
211.001,100.0,99.204,97.264,25,31.007,1,3,21,0.04694,0,0.001,{}
212.0,100.0,99.347,97.285,25,32.007,1,0,21,0.04674,0,0.001,{}
213.001,100.0,99.224,97.678,25,33.007,1,0,22,0.04644,0,0.001,{}
214.001,100.0,99.126,99.517,25,34.007,1,0,22,0.04579,0,0.001,{}
215.001,100.0,98.997,99.376,26,35.007,1,1,21,0.04621,0,0.001,{}
216.0,100.0,98.941,99.383,26,36.007,1,0,22,0.04639,0,0.001,{}
217.001,100.0,98.882,99.352,26,37.007,1,0,21,0.04639,0,0.001,{}
218.001,100.0,99.07,99.331,27,38.007,1,1,22,0.04596,0,0.002,{}
219.001,100.0,99.1,99.31,28,39.007,1,1,22,0.04563,0,0.002,{}
220.0,100.0,86.892,98.677,28,40.007,0,0,13,0.04584,0,0.004,{}
221.001,100.0,62.242,96.814,28,41.007,0,0,0,0.0,8,0.006,{}
222.001,100.0,102.18,96.959,20,27.248,8,0,273,0.02826,4,0.002,{}
223.001,100.0,99.54,96.956,21,28.248,8,1,288,0.02754,4,0.001,{}
224.001,100.0,99.577,96.963,23,29.248,8,2,288,0.02764,4,0.001,{}
225.0,100.0,99.509,96.963,24,30.247,6,1,287,0.02754,3,0.001,{}
226.001,100.0,99.538,96.963,24,31.248,6,0,222,0.02712,3,0.001,{}
227.0,100.0,99.544,96.963,24,32.247,6,0,216,0.02717,3,0.001,{}
228.0,100.0,99.498,96.949,24,33.247,6,0,222,0.0272,3,0.001,{}
229.0,100.0,99.3,96.956,22,31.484,3,1,121,0.02625,1,0.001,{}
230.001,100.0,99.479,96.959,23,32.485,3,1,117,0.02597,1,0.001,{}
231.0,100.0,99.536,96.976,23,33.484,3,0,114,0.02595,1,0.001,{}
232.0,100.0,99.644,96.991,23,34.484,3,0,117,0.02578,1,0.001,{}
233.001,100.0,99.464,97.003,24,35.485,3,1,117,0.02591,1,0.001,{}
234.001,100.0,99.496,97.021,24,36.485,3,0,114,0.02592,1,0.001,{}
235.001,100.0,99.693,97.056,24,34.635,1,1,92,0.02688,0,0.001,{}
236.0,100.0,99.031,97.061,25,35.634,1,1,21,0.04706,0,0.001,{}
237.001,100.0,99.25,97.079,27,36.635,1,2,22,0.04672,0,0.001,{}
238.001,100.0,99.164,97.084,28,37.635,1,1,21,0.0469,0,0.001,{}
239.001,100.0,99.124,97.085,28,38.635,1,0,21,0.04699,0,0.001,{}
240.001,100.0,99.129,97.697,29,39.635,1,1,22,0.04698,0,0.001,{}
241.001,100.0,99.038,99.537,29,40.635,1,0,21,0.04563,0,0.001,{}
242.001,100.0,99.095,99.382,31,41.635,1,2,22,0.04563,0,0.003,{}
243.001,100.0,99.137,99.362,31,42.635,1,0,22,0.04559,0,0.001,{}
244.001,100.0,99.174,99.342,31,43.635,1,0,22,0.04541,0,0.001,{}
245.001,100.0,99.019,99.318,31,44.635,1,0,22,0.04588,0,0.001,{}
246.0,100.0,99.118,99.297,32,45.634,1,1,22,0.04571,0,0.002,{}
247.0,100.0,86.526,98.646,32,46.635,0,0,12,0.046,0,0.004,{}
248.001,100.0,62.292,96.785,33,47.635,0,1,0,0.0,8,0.005,{}
249.0,100.0,107.78,97.209,25,40.35,8,0,281,0.0283,4,0.001,{}
250.001,100.0,98.912,97.181,25,41.35,8,0,288,0.02765,4,0.001,{}
251.0,100.0,99.41,97.175,27,42.35,7,2,280,0.02763,3,0.001,{}
252.0,100.0,99.52,97.169,27,43.35,7,0,252,0.02744,3,0.001,{}
253.001,100.0,99.491,97.17,27,44.35,7,0,259,0.02746,3,0.002,{}
254.001,100.0,99.472,97.169,29,45.35,7,2,252,0.02745,3,0.001,{}
255.001,100.0,99.573,97.163,30,46.35,7,1,259,0.02743,3,0.001,{}
256.001,100.0,99.531,97.188,27,45.464,3,0,123,0.02623,1,0.001,{}
257.0,100.0,99.528,97.202,27,46.464,3,0,114,0.02598,1,0.001,{}
258.001,100.0,99.59,97.223,27,47.464,3,0,117,0.02604,1,0.001,{}
259.001,100.0,99.452,97.239,28,48.464,3,1,114,0.02594,1,0.001,{}
260.001,100.0,99.531,97.259,28,49.464,3,0,117,0.02602,1,0.001,{}
261.001,100.0,99.526,97.284,29,50.465,3,1,114,0.02603,1,0.001,{}
262.001,100.0,99.862,97.322,28,51.308,1,0,94,0.0267,0,0.001,{}
263.001,100.0,99.049,97.318,28,52.307,1,0,22,0.04723,0,0.001,{}
264.0,100.0,99.044,97.311,28,53.307,1,0,21,0.04721,0,0.001,{}
265.001,100.0,99.283,97.324,28,54.307,1,0,21,0.04681,0,0.001,{}
266.0,100.0,99.348,97.336,28,55.307,1,0,21,0.04703,0,0.001,{}
267.001,100.0,99.054,97.962,29,56.308,1,1,22,0.04626,0,0.001,{}
268.0,100.0,99.172,99.806,30,57.307,1,1,22,0.04547,0,0.001,{}
269.0,100.0,98.943,99.364,30,58.307,1,0,22,0.04638,0,0.001,{}
270.001,100.0,98.893,99.364,30,59.307,1,0,21,0.04624,0,0.001,{}
271.001,100.0,99.142,99.35,30,60.307,1,0,22,0.04611,0,0.001,{}
272.001,100.0,99.006,99.324,30,61.307,1,0,22,0.04633,0,0.001,{}
273.001,100.0,98.943,99.297,30,62.307,1,0,21,0.04602,0,0.001,{}
274.001,100.0,90.935,98.87,32,63.307,0,2,14,0.04573,0,0.001,{}
275.001,100.0,62.229,97.003,32,64.307,0,0,0,0.0,8,0.005,{}
276.0,100.0,105.599,97.306,24,47.029,8,0,273,0.02824,4,0.001,{}
277.0,100.0,99.074,97.284,24,48.029,8,0,288,0.02757,4,0.001,{}
278.0,100.0,99.394,97.274,25,49.029,8,1,296,0.02773,4,0.001,{}
279.001,100.0,99.531,97.278,28,50.03,8,3,288,0.02766,4,0.001,{}
280.001,100.0,99.524,97.278,28,51.029,8,0,288,0.0278,4,0.001,{}
281.0,100.0,99.525,97.277,30,52.029,8,2,288,0.02777,4,0.001,{}
282.001,100.0,99.47,97.258,33,53.029,8,3,288,0.02775,4,0.001,{}
283.0,100.0,99.514,97.281,30,47.905,4,1,164,0.0268,2,0.001,{}
284.001,100.0,99.477,97.303,31,48.906,4,1,152,0.02625,2,0.001,{}
285.001,100.0,99.531,97.315,31,49.906,4,0,152,0.02643,2,0.001,{}
286.001,100.0,99.508,97.323,32,50.906,4,1,152,0.02629,2,0.001,{}
287.0,100.0,99.547,97.348,32,51.905,4,0,152,0.0264,2,0.001,{}
288.0,100.0,99.527,97.366,32,52.906,4,0,152,0.02651,2,0.001,{}
289.001,100.0,99.501,97.394,31,52.43,2,1,142,0.02656,1,0.002,{}
290.001,100.0,99.404,97.419,31,53.43,2,0,78,0.02595,1,0.001,{}
291.001,100.0,99.405,97.432,31,54.43,2,0,78,0.02586,1,0.001,{}
292.0,100.0,99.552,97.46,32,55.43,2,1,76,0.02568,1,0.001,{}
293.0,100.0,99.475,97.486,32,56.429,2,0,78,0.02565,1,0.001,{}
294.001,100.0,99.538,97.916,34,57.43,2,2,80,0.0256,1,0.001,{}
295.0,100.0,99.509,99.78,35,58.43,2,1,76,0.02569,1,0.001,{}
296.0,100.0,99.577,99.479,34,58.946,1,0,53,0.02902,0,0.001,{}
297.001,100.0,99.393,99.495,34,59.947,1,0,21,0.04663,0,0.001,{}
298.0,100.0,99.488,99.5,34,60.946,1,0,22,0.04689,0,0.001,{}
299.001,100.0,99.477,99.497,35,61.947,1,1,21,0.04689,0,0.001,{}
300.0,100.0,99.39,99.49,35,62.946,1,0,21,0.0472,64,0.001,{}
301.0,100.0,98.907,99.46,0,0.0,36,0,865,0.03734,64,0.001,{}
302.0,100.0,99.319,99.452,0,0.0,36,0,936,0.03761,64,0.001,{}
303.001,100.0,99.163,99.434,0,0.0,35,0,965,0.03747,64,0.001,{}
304.001,100.0,99.471,99.434,0,0.0,35,0,980,0.03596,64,0.002,{}
305.001,100.0,99.422,99.429,0,0.0,33,0,956,0.03563,64,0.002,{}
306.001,100.0,99.361,99.421,0,0.0,31,0,912,0.0354,64,0.001,{}
307.001,100.0,99.405,99.414,0,0.0,31,0,775,0.03948,64,0.001,{}
308.001,100.0,98.858,99.381,0,0.0,31,0,775,0.04005,64,0.001,{}
309.001,100.0,99.018,99.356,0,0.0,29,0,783,0.03928,64,0.001,{}
