index, pci.bus_id, power.limit [W], enforced.power.limit [W], power.default_limit [W], power.min_limit [W], power.max_limit [W]
0, 00000000:17:00.0, 100.00 W, 100.00 W, 230.00 W, 100.00 W, 230.00 W
