model,e_bit_j_per_byte,e_flop_pJ_per_flop,p_none,r2_dyn,identifiable,bytes_flops_r,ai_span_ratio,n_bins
Mistral-7B-v0.1,1.2377695434815329e-10,0.6341818393081068,,0.5384756333205221,True,-0.5074309701771608,4566.774959980695,1657
Qwen2-7B-Instruct,1.1873893328560307e-10,0.6274752444681622,,0.6168965899349573,True,-0.6920966420280884,930.9468188081456,1598
