t,budget,p_1s,p_10s,q,oldest,n_run,arrivals,tokens,tpot,cap,ctrl_ms,info
0.0,100.0,59.404,59.404,0,0.0,0,0,0,0.0,64,0.002,{}
1.0,100.0,47.349,53.377,0,0.0,1,1,11,0.04192,64,0.003,{}
2.0,100.0,99.226,68.66,0,0.0,1,0,23,0.04475,0,0.001,{}
3.0,100.0,99.19,76.292,0,0.0,1,0,22,0.04517,0,0.001,{}
4.001,100.0,99.151,80.864,0,0.0,1,0,22,0.04525,0,0.001,{}
5.001,100.0,99.129,83.908,0,0.0,1,0,22,0.04531,0,0.001,{}
6.001,100.0,99.213,86.095,0,0.0,1,0,23,0.04419,0,0.001,{}
7.001,100.0,99.336,87.75,0,0.0,1,0,22,0.04353,0,0.001,{}
8.001,100.0,99.1,89.011,0,0.0,1,0,23,0.04387,0,0.001,{}
9.001,100.0,99.173,90.027,0,0.0,1,0,23,0.04386,0,0.001,{}
10.001,100.0,99.209,90.862,1,0.527,1,1,23,0.04402,0,0.001,{}
11.001,100.0,99.089,91.547,3,1.527,1,2,22,0.04429,0,0.001,{}
12.0,100.0,97.844,92.032,3,2.526,0,0,20,0.04371,0,0.001,{}
13.001,100.0,60.889,89.807,3,3.527,0,0,0,0.0,8,0.006,{}
14.001,100.0,107.569,90.991,0,0.0,4,1,138,0.02627,2,0.001,{}
15.0,100.0,99.051,91.495,1,0.893,4,1,156,0.02582,2,0.001,{}
16.001,100.0,99.513,91.967,3,1.893,4,2,156,0.02593,2,0.001,{}
17.001,100.0,99.502,92.385,4,2.894,4,1,152,0.02587,2,0.001,{}
18.001,100.0,99.576,92.764,4,3.894,4,0,156,0.02598,2,0.001,{}
19.0,100.0,99.542,93.103,6,4.893,4,2,152,0.02593,2,0.002,{}
20.0,100.0,99.555,95.11,4,4.924,2,0,125,0.0261,1,0.002,{}
21.001,100.0,99.517,97.719,4,5.924,2,0,78,0.02566,1,0.002,{}
22.0,100.0,99.49,97.732,6,6.924,2,2,78,0.02548,1,0.001,{}
23.0,100.0,99.455,97.745,7,7.924,2,1,80,0.02539,1,0.001,{}
24.001,100.0,99.304,97.753,8,8.925,1,1,30,0.03781,0,0.002,{}
25.001,100.0,99.03,97.748,9,9.924,1,1,22,0.0447,0,0.001,{}
26.001,100.0,99.176,97.746,10,10.925,1,1,22,0.04451,0,0.001,{}
27.001,100.0,99.093,97.734,11,11.925,1,1,23,0.04476,0,0.001,{}
28.001,100.0,99.057,97.732,11,12.924,1,0,22,0.04526,0,0.001,{}
29.001,100.0,99.145,97.73,11,13.925,1,0,22,0.0451,0,0.001,{}
30.001,100.0,69.877,96.264,11,14.924,0,0,2,0.04576,8,0.006,{}
31.001,100.0,94.822,96.05,3,6.325,8,0,273,0.02789,8,0.001,{}
32.001,100.0,99.164,96.116,4,7.325,8,1,296,0.02747,4,0.001,{}
33.001,100.0,99.496,98.047,5,8.325,7,1,287,0.02752,3,0.001,{}
34.0,100.0,99.486,97.643,5,9.324,7,0,259,0.02732,3,0.001,{}
35.0,100.0,99.543,97.667,6,10.325,7,1,252,0.02736,3,0.001,{}
36.0,100.0,99.56,97.67,6,11.325,7,0,259,0.0273,3,0.001,{}
37.0,100.0,99.516,97.67,6,12.325,7,0,252,0.02733,3,0.001,{}
38.0,100.0,99.539,97.668,3,6.991,3,0,127,0.02605,1,0.001,{}
39.0,100.0,99.495,97.666,3,7.991,3,0,117,0.02582,1,0.001,{}
40.001,100.0,99.55,97.666,4,8.991,3,1,114,0.02579,1,0.001,{}
41.0,100.0,99.49,97.664,4,9.991,3,0,117,0.02576,1,0.001,{}
42.001,100.0,99.543,97.667,4,10.991,3,0,117,0.02578,1,0.001,{}
43.0,100.0,99.496,97.669,5,11.991,3,1,117,0.02584,1,0.001,{}
44.001,100.0,99.791,97.693,4,11.134,1,0,87,0.0271,0,0.001,{}
45.0,100.0,99.058,97.695,5,12.133,1,1,21,0.047,0,0.001,{}
46.001,100.0,99.32,97.702,7,13.134,1,2,22,0.04669,0,0.001,{}
47.0,100.0,99.207,97.708,7,14.133,1,0,21,0.04676,0,0.001,{}
48.001,100.0,99.331,97.721,7,15.134,1,0,21,0.04654,0,0.001,{}
49.001,100.0,99.151,97.722,7,16.133,1,0,22,0.04627,0,0.001,{}
50.001,100.0,99.13,99.184,8,17.133,1,1,22,0.04495,0,0.001,{}
51.001,100.0,99.018,99.394,8,18.134,1,0,22,0.04532,0,0.001,{}
52.0,100.0,99.146,99.393,8,19.133,1,0,23,0.04503,0,0.001,{}
53.0,100.0,99.286,99.383,8,20.133,1,0,22,0.04531,0,0.001,{}
54.0,100.0,99.093,99.363,9,21.133,1,1,22,0.0456,0,0.001,{}
55.0,100.0,99.006,99.336,9,22.133,1,0,22,0.04563,0,0.001,{}
56.0,100.0,83.99,98.558,9,23.133,0,0,9,0.04594,8,0.006,{}
57.001,100.0,93.54,98.259,2,3.437,8,1,281,0.02828,8,0.001,{}
58.0,100.0,99.49,98.257,4,4.437,8,2,288,0.02763,4,0.001,{}
59.001,100.0,99.485,98.256,7,5.437,8,3,288,0.02762,4,0.001,{}
60.001,100.0,99.517,98.254,8,6.437,8,1,288,0.02755,4,0.001,{}
61.001,100.0,99.497,98.255,8,7.437,7,0,267,0.0275,3,0.001,{}
62.0,100.0,99.527,98.254,9,8.437,7,1,252,0.02745,3,0.001,{}
63.0,100.0,99.527,98.256,10,9.437,7,1,259,0.02733,3,0.001,{}
64.001,100.0,99.327,98.232,8,6.342,3,1,124,0.02632,1,0.002,{}
65.0,100.0,99.483,98.254,8,7.341,3,0,114,0.02597,1,0.002,{}
66.001,100.0,99.567,98.266,9,8.342,2,1,101,0.0258,1,0.001,{}
67.001,100.0,99.385,98.275,11,9.342,2,2,78,0.02556,1,0.002,{}
68.001,100.0,99.532,98.285,11,10.342,2,0,80,0.02555,1,0.002,{}
69.0,100.0,99.534,98.304,12,11.341,2,1,78,0.02553,1,0.002,{}
70.001,100.0,99.714,98.333,11,11.664,1,0,60,0.02755,0,0.002,{}
71.0,100.0,99.136,98.339,12,12.663,1,1,21,0.04683,0,0.002,{}
72.001,100.0,99.23,98.343,12,13.664,1,0,21,0.04672,0,0.002,{}
73.001,100.0,99.197,98.339,13,14.664,1,1,22,0.04689,0,0.002,{}
