t,budget,p_1s,p_10s,q,oldest,n_run,arrivals,tokens,tpot,cap,ctrl_ms,info
0.0,100.0,59.404,59.404,0,0.0,0,0,0,0.0,64,0.024,"{""m_float"": 64.0}"
1.001,100.0,63.112,61.258,0,0.0,1,1,12,0.03963,64,0.027,"{""m_float"": 64.0}"
2.0,100.0,99.277,73.931,0,0.0,1,0,23,0.04363,63,0.026,"{""m_float"": 62.908444019275805}"
3.001,100.0,99.126,80.23,0,0.0,1,0,22,0.0443,64,0.025,"{""m_float"": 64.0}"
4.001,100.0,99.277,84.039,0,0.0,1,0,23,0.04386,64,0.024,"{""m_float"": 64.0}"
5.001,100.0,99.317,86.586,0,0.0,1,0,23,0.04431,64,0.024,"{""m_float"": 64.0}"
6.001,100.0,99.179,88.385,0,0.0,1,0,23,0.04301,64,0.024,"{""m_float"": 64.0}"
7.001,100.0,99.338,89.754,0,0.0,1,0,23,0.04291,64,0.024,"{""m_float"": 64.0}"
8.001,100.0,99.277,90.812,0,0.0,1,0,24,0.04289,64,0.024,"{""m_float"": 64.0}"
9.0,100.0,99.304,91.661,0,0.0,1,0,23,0.04306,64,0.024,"{""m_float"": 64.0}"
10.0,100.0,98.892,92.319,0,0.0,2,1,50,0.02972,64,0.025,"{""m_float"": 64.0}"
11.0,100.0,99.686,92.932,0,0.0,3,2,130,0.02574,64,0.025,"{""m_float"": 64.0}"
12.0,100.0,99.494,93.437,0,0.0,3,0,117,0.02541,64,0.025,"{""m_float"": 64.0}"
13.0,100.0,99.568,93.875,0,0.0,3,0,117,0.02548,64,0.024,"{""m_float"": 64.0}"
14.0,100.0,99.531,94.252,0,0.0,4,1,144,0.02577,64,0.025,"{""m_float"": 64.0}"
15.0,100.0,99.495,94.58,0,0.0,5,1,184,0.02616,64,0.025,"{""m_float"": 64.0}"
16.001,100.0,99.52,94.87,0,0.0,7,2,251,0.02708,64,0.026,"{""m_float"": 64.0}"
17.0,100.0,99.303,95.117,0,0.0,5,1,243,0.02708,64,0.026,"{""m_float"": 64.0}"
18.001,100.0,99.553,95.35,0,0.0,3,0,183,0.0259,64,0.026,"{""m_float"": 64.0}"
19.0,100.0,99.489,95.557,0,0.0,5,2,167,0.02625,64,0.027,"{""m_float"": 64.0}"
