request_id,t_arrival,t_admit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,queue_s,tpot_s,error
static64-243,1790362522.793532,1790362522.797612,1790362522.838524,1790362531.096770,30,256,0.044991,0.004080,0.032385,
static64-244,1790362522.977186,1790362522.978270,1790362523.043604,1790362526.782570,52,111,0.066418,0.001084,0.033991,
static64-245,1790362523.987287,1790362523.987309,1790362524.028553,1790362532.120588,17,256,0.041266,0.000022,0.031733,
static64-246,1790362526.110684,1790362526.113765,1790362526.165022,1790362534.023533,45,256,0.054338,0.003081,0.030818,
static64-247,1790362526.499606,1790362526.500687,1790362526.542363,1790362534.405495,29,256,0.042757,0.001081,0.030836,
static64-248,1790362528.599979,1790362528.602062,1790362528.664037,1790362529.153363,27,16,0.064058,0.002083,0.032622,
static64-249,1790362528.706520,1790362528.710601,1790362528.759654,1790362536.830773,28,256,0.053134,0.004081,0.031651,
static64-250,1790362528.833426,1790362528.835506,1790362528.886452,1790362536.974634,37,256,0.053026,0.002080,0.031718,
static64-251,1790362528.856096,1790362528.857127,1790362528.919139,1790362537.010837,17,256,0.063044,0.001031,0.031732,
static64-252,1790362529.720750,1790362529.723705,1790362529.787766,1790362538.009514,30,256,0.067016,0.002954,0.032242,
static64-253,1790362530.153220,1790362530.156299,1790362530.200333,1790362537.468926,13,227,0.047113,0.003079,0.032162,
static64-254,1790362530.298524,1790362530.299604,1790362530.347538,1790362538.693329,18,256,0.049014,0.001080,0.032729,
static64-255,1790362530.462429,1790362530.464512,1790362530.524536,1790362537.939040,34,229,0.062107,0.002083,0.032520,
static64-256,1790362530.480051,1790362530.480071,1790362530.524539,1790362538.906883,13,256,0.044487,0.000019,0.032872,
static64-257,1790362530.726302,1790362530.727383,1790362530.766845,1790362539.192458,16,256,0.040543,0.001081,0.033042,
static64-258,1790362531.337947,1790362531.340040,1790362531.387173,1790362539.933227,33,256,0.049226,0.002093,0.033514,
static64-259,1790362532.379941,1790362532.384046,1790362532.439943,1790362541.207599,33,256,0.060002,0.004104,0.034383,
static64-260,1790362532.651577,1790362532.651603,1790362532.709805,1790362541.526105,48,256,0.058228,0.000026,0.034574,
static64-261,1790362533.614482,1790362533.616564,1790362533.666080,1790362542.631874,31,256,0.051598,0.002082,0.035160,
static64-262,1790362533.652122,1790362533.653204,1790362533.703034,1790362542.666196,24,256,0.050912,0.001082,0.035150,
static64-263,1790362533.860728,1790362533.864812,1790362533.918893,1790362542.902497,35,256,0.058165,0.004084,0.035230,
static64-264,1790362533.895007,1790362533.896088,1790362533.954744,1790362542.932948,26,256,0.059737,0.001081,0.035209,
static64-265,1790362534.023202,1790362534.024664,1790362534.095002,1790362539.333946,60,149,0.071800,0.001462,0.035398,
static64-266,1790362534.137432,1790362534.138518,1790362534.199877,1790362543.144554,15,256,0.062446,0.001086,0.035077,
static64-267,1790362534.498663,1790362534.501748,1790362534.544284,1790362543.445461,11,256,0.045621,0.003084,0.034907,
static64-268,1790362534.976595,1790362534.979677,1790362535.027291,1790362543.863497,19,256,0.050696,0.003082,0.034652,
static64-269,1790362535.642431,1790362535.646511,1790362535.687997,1790362540.712413,27,142,0.045566,0.004080,0.035634,
static64-270,1790362535.746534,1790362535.749615,1790362535.796434,1790362544.506062,25,256,0.049900,0.003082,0.034155,
static64-271,1790362536.132922,1790362536.135004,1790362536.186726,1790362544.826436,22,256,0.053804,0.002081,0.033881,
static64-272,1790362536.492197,1790362536.495276,1790362536.542409,1790362545.115964,16,256,0.050213,0.003080,0.033622,
static64-273,1790362536.582277,1790362536.583359,1790362536.653194,1790362545.203063,35,256,0.070917,0.001083,0.033529,
static64-274,1790362536.886318,1790362536.886339,1790362536.938660,1790362545.430033,16,256,0.052342,0.000021,0.033300,
static64-275,1790362537.537904,1790362537.539618,1790362537.611588,1790362541.733136,19,117,0.073684,0.001714,0.035531,
static64-276,1790362537.588458,1790362537.591538,1790362537.647223,1790362546.002003,32,256,0.058765,0.003080,0.032764,
static64-277,1790362537.800134,1790362537.802216,1790362537.868182,1790362546.168659,39,256,0.068048,0.002081,0.032551,
static64-278,1790362538.129276,1790362538.131357,1790362538.191585,1790362546.421544,18,256,0.062309,0.002081,0.032274,
static64-279,1790362538.345458,1790362538.346538,1790362538.406872,1790362546.584886,22,256,0.061414,0.001079,0.032071,
static64-280,1790362539.008692,1790362539.009772,1790362539.053262,1790362547.078884,43,256,0.044569,0.001080,0.031473,
static64-281,1790362539.781117,1790362539.782201,1790362539.829251,1790362547.674114,36,256,0.048134,0.001084,0.030764,
static64-282,1790362540.202442,1790362540.205523,1790362540.254836,1790362547.997065,29,256,0.052394,0.003081,0.030362,
static64-283,1790362545.267669,1790362545.267692,1790362545.316657,1790362552.268708,39,256,0.048988,0.000022,0.027263,
static64-284,1790362545.879603,1790362545.880683,1790362545.914237,1790362552.862797,26,256,0.034634,0.001080,0.027249,
static64-285,1790362546.209780,1790362546.211862,1790362546.252122,1790362553.195923,18,256,0.042341,0.002081,0.027231,
static64-286,1790362548.376200,1790362548.378284,1790362548.420794,1790362555.534848,31,256,0.044594,0.002083,0.027898,
static64-287,1790362550.127749,1790362550.129831,1790362550.161092,1790362557.480507,20,256,0.033343,0.002082,0.028704,
static64-288,1790362551.029420,1790362551.032503,1790362551.082591,1790362558.493334,17,256,0.053171,0.003083,0.029062,
static64-289,1790362552.398051,1790362552.401132,1790362552.433095,1790362559.940278,27,256,0.035044,0.003082,0.029440,
static64-290,1790362552.508439,1790362552.508458,1790362552.550009,1790362560.067097,31,256,0.041571,0.000019,0.029479,
static64-291,1790362552.680532,1790362552.682613,1790362552.723052,1790362560.243068,23,256,0.042519,0.002080,0.029490,
static64-292,1790362553.496727,1790362553.497876,1790362553.552787,1790362561.158761,25,256,0.056060,0.001150,0.029827,
static64-293,1790362553.621818,1790362553.621838,1790362553.671170,1790362561.278961,14,256,0.049352,0.000020,0.029834,
static64-294,1790362553.906268,1790362553.906288,1790362553.957903,1790362556.580627,13,89,0.051635,0.000020,0.029804,
static64-295,1790362554.061111,1790362554.061131,1790362554.106136,1790362561.727576,27,256,0.045025,0.000021,0.029888,
static64-296,1790362554.449974,1790362554.451056,1790362554.490480,1790362556.195377,30,58,0.040506,0.001082,0.029910,
static64-297,1790362554.869904,1790362554.871987,1790362554.932098,1790362562.563277,16,256,0.062193,0.002083,0.029926,
static64-298,1790362555.037996,1790362555.042078,1790362555.084942,1790362562.711684,32,256,0.046946,0.004082,0.029909,
static64-299,1790362555.292336,1790362555.295605,1790362555.355732,1790362562.977311,55,256,0.063396,0.003269,0.029889,
static64-300,1790362555.753065,1790362555.753086,1790362555.805116,1790362563.417543,14,256,0.052051,0.000021,0.029853,
static64-301,1790362555.855697,1790362555.856778,1790362555.896782,1790362563.504126,18,256,0.041085,0.001081,0.029833,
static64-302,1790362556.977488,1790362556.977510,1790362557.031977,1790362564.614867,16,256,0.054488,0.000021,0.029737,
static64-303,1790362558.328816,1790362558.332898,1790362558.373437,1790362565.946117,16,256,0.044621,0.004082,0.029697,
static64-304,1790362559.853303,1790362559.853326,1790362559.910844,1790362567.523104,22,256,0.057541,0.000022,0.029852,
static64-305,1790362559.990660,1790362559.991740,1790362560.035299,1790362567.658593,32,256,0.044639,0.001081,0.029895,
static64-306,1790362560.414324,1790362560.418569,1790362560.483218,1790362568.109411,22,256,0.068894,0.004245,0.029907,
static64-307,1790362560.515639,1790362560.515660,1790362560.576175,1790362568.200167,37,256,0.060536,0.000021,0.029898,
static64-308,1790362560.544849,1790362560.546939,1790362560.611153,1790362568.231297,27,256,0.066304,0.002090,0.029883,
static64-309,1790362560.845117,1790362560.846203,1790362560.887657,1790362564.876839,74,136,0.042540,0.001086,0.029549,
static64-310,1790362561.927049,1790362561.929131,1790362561.993683,1790362569.687929,22,256,0.066634,0.002082,0.030174,
static64-311,1790362562.312592,1790362562.314672,1790362562.351006,1790362570.050678,17,256,0.038414,0.002081,0.030195,
static64-312,1790362562.921643,1790362562.924724,1790362562.977350,1790362570.682303,18,256,0.055707,0.003080,0.030215,
static64-313,1790362563.891376,1790362563.891397,1790362563.941192,1790362571.670138,20,256,0.049816,0.000021,0.030310,
static64-314,1790362564.454300,1790362564.457382,1790362564.496514,1790362572.256404,17,256,0.042214,0.003082,0.030431,
static64-315,1790362564.931117,1790362564.935205,1790362564.996311,1790362572.805636,37,256,0.065194,0.004088,0.030625,
static64-316,1790362565.442158,1790362565.445239,1790362565.495897,1790362573.380418,18,256,0.053739,0.003081,0.030920,
static64-317,1790362565.556210,1790362565.558294,1790362565.617595,1790362573.514758,15,256,0.061385,0.002084,0.030969,
static64-318,1790362566.792186,1790362566.793267,1790362566.842813,1790362574.878037,27,256,0.050627,0.001081,0.031511,
static64-319,1790362567.081129,1790362567.082213,1790362567.147689,1790362575.219935,31,256,0.066559,0.001084,0.031656,
static64-320,1790362567.141557,1790362567.143637,1790362567.185270,1790362575.250306,18,256,0.043712,0.002080,0.031628,
static64-321,1790362567.460766,1790362567.462847,1790362567.523160,1790362575.585075,19,256,0.062394,0.002081,0.031615,
static64-322,1790362567.493194,1790362567.494272,1790362567.558169,1790362575.614625,89,256,0.064975,0.001078,0.031594,
static64-323,1790362568.692184,1790362568.692204,1790362568.732077,1790362576.776002,17,256,0.039893,0.000020,0.031545,
static64-324,1790362568.814775,1790362568.815854,1790362568.851030,1790362576.242847,17,234,0.036256,0.001080,0.031725,
static64-325,1790362568.888579,1790362568.888600,1790362568.940119,1790362576.980886,33,256,0.051539,0.000021,0.031532,
static64-326,1790362568.958392,1790362568.960472,1790362569.005917,1790362577.038388,25,256,0.047525,0.002080,0.031500,
static64-327,1790362571.323176,1790362571.325259,1790362571.368981,1790362579.236198,18,256,0.045805,0.002083,0.030852,
static64-328,1790362571.713646,1790362571.717728,1790362571.763449,1790362579.610711,22,256,0.049802,0.004081,0.030774,
static64-329,1790362571.825951,1790362571.831037,1790362571.890789,1790362579.722547,35,256,0.064838,0.005087,0.030713,
static64-330,1790362572.200763,1790362572.202847,1790362572.256455,1790362580.057291,37,256,0.055692,0.002084,0.030592,
static64-331,1790362572.510693,1790362572.514775,1790362572.563880,1790362580.336684,22,256,0.053186,0.004081,0.030482,
static64-332,1790362572.756866,1790362572.760952,1790362572.805686,1790362580.530145,24,256,0.048820,0.004086,0.030292,
static64-333,1790362572.904238,1790362572.906039,1790362572.976258,1790362580.667197,16,256,0.072019,0.001801,0.030161,
static64-334,1790362573.801176,1790362573.806260,1790362573.850661,1790362581.399479,23,256,0.049485,0.005084,0.029603,
static64-335,1790362573.953756,1790362573.955072,1790362574.025002,1790362581.533686,14,256,0.071246,0.001317,0.029446,
static64-336,1790362575.484420,1790362575.484442,1790362575.525248,1790362578.411909,38,99,0.040828,0.000022,0.029456,
static64-337,1790362579.523659,1790362579.525741,1790362579.579389,1790362586.415614,14,256,0.055730,0.002082,0.026809,
static64-338,1790362579.889526,1790362579.892611,1790362579.945710,1790362586.761341,18,256,0.056185,0.003086,0.026728,
static64-339,1790362580.573441,1790362580.574523,1790362580.611426,1790362583.891605,33,124,0.037985,0.001083,0.026668,
static64-340,1790362583.762947,1790362583.764028,1790362583.807777,1790362590.581307,19,256,0.044831,0.001081,0.026563,
static64-341,1790362585.366689,1790362585.367773,1790362585.414787,1790362592.178761,22,256,0.048098,0.001084,0.026525,
static64-342,1790362585.667641,1790362585.668722,1790362585.710126,1790362589.659438,60,149,0.042485,0.001081,0.026685,
static64-343,1790362588.457930,1790362588.457951,1790362588.502300,1790362595.232418,15,256,0.044371,0.000021,0.026393,
static64-344,1790362591.389459,1790362591.390543,1790362591.440121,1790362598.183472,21,256,0.050662,0.001083,0.026445,
static64-345,1790362593.818370,1790362593.822526,1790362593.870348,1790362600.647449,42,256,0.051978,0.004156,0.026577,
static64-346,1790362593.938143,1790362593.938162,1790362593.979746,1790362600.753892,37,256,0.041603,0.000019,0.026565,
static64-347,1790362596.578776,1790362596.580858,1790362596.629240,1790362603.402484,22,256,0.050465,0.002082,0.026562,
static64-348,1790362600.253029,1790362600.254112,1790362600.295384,1790362607.101778,19,256,0.042355,0.001083,0.026692,
static64-349,1790362601.959641,1790362601.959663,1790362602.002660,1790362608.847707,22,256,0.043018,0.000022,0.026843,
static64-350,1790362602.622084,1790362602.625165,1790362602.667757,1790362609.508213,25,256,0.045672,0.003081,0.026825,
static64-351,1790362603.176950,1790362603.179573,1790362603.235389,1790362605.736480,14,94,0.058439,0.002622,0.026893,
static64-352,1790362604.798063,1790362604.801153,1790362604.842365,1790362611.649452,28,256,0.044302,0.003090,0.026694,
static64-353,1790362607.446973,1790362607.451057,1790362607.499309,1790362614.259959,16,256,0.052336,0.004084,0.026512,
static64-354,1790362609.763553,1790362609.767635,1790362609.797382,1790362616.525788,18,256,0.033829,0.004082,0.026386,
static64-355,1790362613.017756,1790362613.019842,1790362613.058017,1790362620.513279,19,256,0.040260,0.002086,0.029236,
static64-356,1790362613.699833,1790362613.703917,1790362613.747364,1790362615.582629,26,70,0.047530,0.004083,0.026598,
static64-357,1790362618.165582,1790362618.166664,1790362618.217220,1790362625.280020,15,256,0.051638,0.001082,0.027697,
static64-358,1790362621.193495,1790362621.197577,1790362621.239825,1790362628.190991,25,256,0.046330,0.004081,0.027259,
static64-359,1790362622.804005,1790362622.807832,1790362622.859408,1790362628.275886,40,197,0.055403,0.003827,0.027635,
static64-360,1790362622.810303,1790362622.813387,1790362622.859411,1790362629.905797,21,256,0.049108,0.003084,0.027633,
static64-361,1790362623.911907,1790362623.914988,1790362623.960015,1790362631.041443,22,256,0.048107,0.003081,0.027770,
static64-362,1790362623.942099,1790362623.946182,1790362623.990015,1790362631.069450,19,256,0.047916,0.004084,0.027762,
static64-363,1790362625.768141,1790362625.768322,1790362625.824718,1790362632.945481,27,256,0.056576,0.000181,0.027925,
static64-364,1790362626.038800,1790362626.040885,1790362626.080600,1790362633.196469,28,256,0.041800,0.002085,0.027905,
static64-365,1790362626.645118,1790362626.649201,1790362626.696794,1790362633.803127,18,256,0.051675,0.004083,0.027868,
static64-366,1790362630.229344,1790362630.233999,1790362630.285058,1790362637.312347,17,256,0.055713,0.004654,0.027558,
static64-367,1790362630.480225,1790362630.481307,1790362630.535329,1790362637.552279,20,256,0.055104,0.001082,0.027517,
static64-368,1790362630.833994,1790362630.838074,1790362630.871303,1790362637.871369,22,256,0.037310,0.004081,0.027451,
static64-369,1790362631.253014,1790362631.257095,1790362631.289936,1790362638.262171,17,256,0.036922,0.004081,0.027342,
static64-370,1790362631.309217,1790362631.309239,1790362631.349817,1790362638.330239,31,256,0.040600,0.000022,0.027374,
