t,energy_mj,p_inst_w,p_avg_w,sm_mhz,mem_mhz,temp_c,reasons,on
1790281666.531119,34922389598.0,82.511,81.16,1905,7601,42,0,0
1790281666.5411193,34922389598.0,82.511,81.16,1905,7601,42,0,0
1790281666.5511193,34922389598.0,82.511,81.16,1905,7601,42,0,0
1790281666.5611186,34922389598.0,82.511,81.16,1905,7601,42,0,0
1790281666.5711193,34922389598.0,82.511,81.16,1905,7601,42,0,0
1790281666.581119,34922390089.0,82.511,81.16,1905,7601,42,0,0
1790281666.5911183,34922390089.0,82.511,81.16,1905,7601,42,0,0
1790281666.6011195,34922390089.0,82.511,81.16,1905,7601,42,0,0
1790281666.611119,34922390089.0,82.511,81.16,1905,7601,42,0,0
1790281666.6211195,34922390089.0,82.511,81.16,1905,7601,42,0,0
1790281666.6311183,34922390089.0,82.511,81.16,1905,7601,42,0,0
1790281666.641119,34922390089.0,82.511,81.16,1905,7601,42,0,0
1790281666.6511183,34922390089.0,82.511,81.16,1905,7601,42,0,0
1790281666.6611185,34922390089.0,82.511,81.16,1905,7601,42,0,0
1790281666.6711192,34922390089.0,82.511,81.16,1905,7601,42,0,0
1790281666.6811192,34922390576.0,82.511,81.16,1905,7601,42,0,0
1790281666.6911194,34922390576.0,82.511,81.16,1905,7601,42,0,0
1790281666.7011197,34922390576.0,82.511,81.16,1905,7601,42,0,0
1790281666.711119,34922390576.0,82.511,81.16,1905,7601,42,0,0
1790281666.7211187,34922390576.0,82.511,81.16,1905,7601,42,0,0
1790281666.731118,34922390576.0,82.511,81.16,1905,7601,42,0,0
1790281666.7411184,34922390576.0,82.511,81.16,1905,7601,42,0,0
1790281666.7511184,34922390576.0,82.511,81.16,1905,7601,42,0,0
1790281666.761119,34922390576.0,82.511,81.16,1905,7601,42,0,0
1790281666.7711189,34922390576.0,82.511,81.16,1905,7601,42,0,0
1790281666.7811182,34922391054.0,82.511,81.16,1905,7601,42,0,0
1790281666.7911186,34922391054.0,82.511,81.16,1905,7601,42,0,0
1790281666.8011231,34922391054.0,82.511,81.16,1905,7601,43,4,1
1790281666.8175933,34922391054.0,82.511,81.16,1905,7601,43,4,1
1790281666.8310635,34922391054.0,82.32600000000001,82.342,1905,7601,43,4,1
1790281666.8411474,34922391054.0,82.32600000000001,82.342,1905,7601,43,4,1
1790281666.8511355,34922391054.0,82.32600000000001,82.342,1905,7601,43,4,1
1790281666.8631306,34922391054.0,82.32600000000001,82.342,1905,7601,42,4,1
1790281666.8748317,34922391054.0,82.32600000000001,82.342,1905,7601,42,4,1
1790281666.8849125,34922394740.0,82.32600000000001,82.342,1905,7601,42,4,1
1790281666.8948972,34922394740.0,82.32600000000001,82.342,1905,7601,42,4,1
1790281666.9070947,34922394740.0,82.32600000000001,82.342,1905,7601,42,4,1
1790281666.917173,34922394740.0,82.32600000000001,82.342,210,7601,42,4,1
1790281666.9272535,34922394740.0,82.32600000000001,82.342,210,7601,42,4,1
1790281666.9372387,34922394740.0,131.314,86.78,210,7601,42,4,1
1790281666.9472363,34922394740.0,131.314,86.78,210,7601,42,4,1
1790281666.9589136,34922394740.0,131.314,86.78,210,7601,42,4,1
1790281666.9708703,34922394740.0,131.314,86.78,210,7601,42,4,1
1790281666.9809449,34922397818.0,131.314,86.78,210,7601,43,4,1
1790281666.9909353,34922397818.0,131.314,86.78,210,7601,43,4,1
1790281667.0009372,34922397818.0,131.314,86.78,210,7601,42,4,1
1790281667.0150137,34922397818.0,131.314,86.78,210,7601,42,4,1
1790281667.025087,34922397818.0,131.314,86.78,210,7601,42,4,1
1790281667.0350783,34922397818.0,131.314,86.78,210,7601,42,4,1
1790281667.0450788,34922397818.0,115.778,89.196,210,7601,42,4,1
1790281667.0583472,34922397818.0,115.778,89.196,210,7601,42,4,1
1790281667.068405,34922397818.0,115.778,89.196,210,7601,43,4,1
1790281667.0784054,34922401625.0,115.778,89.196,210,7601,43,4,1
1790281667.0884244,34922401625.0,115.778,89.196,210,7601,43,4,1
1790281667.0984054,34922401625.0,115.778,89.196,210,7601,42,4,1
1790281667.112693,34922401625.0,115.778,89.196,210,7601,42,4,1
1790281667.1227674,34922401625.0,115.778,89.196,210,7601,43,4,1
1790281667.1335294,34922401625.0,115.778,89.196,1065,7601,43,4,1
1790281667.1436186,34922401625.0,115.778,89.196,1065,7601,43,4,1
1790281667.1535976,34922401625.0,114.536,91.145,1065,7601,43,4,1
1790281667.1660771,34922401625.0,114.536,91.145,1065,7601,43,4,1
1790281667.1761372,34922406044.0,114.536,91.145,1065,7601,43,4,1
1790281667.1862202,34922406044.0,114.536,91.145,1065,7601,43,4,1
1790281667.1962042,34922406044.0,114.536,91.145,1065,7601,42,4,1
1790281667.2085712,34922406044.0,114.536,91.145,1065,7601,42,4,1
1790281667.218645,34922406044.0,114.536,91.145,1065,7601,42,4,1
1790281667.2286353,34922406044.0,114.536,91.145,1065,7601,42,4,1
1790281667.2386312,34922406044.0,114.536,91.145,210,7601,42,4,1
1790281667.2531126,34922406044.0,114.536,91.145,210,7601,42,4,1
1790281667.2631872,34922406044.0,113.756,92.761,210,7601,42,4,1
1790281667.2760985,34922406044.0,113.756,92.761,210,7601,42,4,1
1790281667.2861829,34922408552.0,113.756,92.761,210,7601,42,4,1
1790281667.2961643,34922408552.0,113.756,92.761,210,7601,42,4,0
1790281667.3061628,34922408552.0,113.756,92.761,210,7601,42,4,0
1790281667.3161597,34922408552.0,113.756,92.761,210,7601,42,4,0
1790281667.3261566,34922408552.0,113.756,92.761,210,7601,42,4,0
1790281667.3361564,34922408552.0,113.756,92.761,210,7601,42,4,0
1790281667.3461566,34922408552.0,113.756,92.761,1065,7601,42,4,0
1790281667.3561563,34922408552.0,113.756,92.761,1065,7601,42,4,0
1790281667.3661563,34922408552.0,115.559,94.28,1065,7601,42,0,0
1790281667.3817227,34922411333.0,115.559,94.28,1065,7601,42,0,0
1790281667.3992279,34922411333.0,115.559,94.28,1065,7601,42,0,0
1790281667.4177969,34922411333.0,115.559,94.28,1065,7601,42,0,0
1790281667.4358182,34922411333.0,115.559,94.28,1065,7601,42,0,0
1790281667.4515939,34922411333.0,115.559,94.28,1065,7601,42,0,0
1790281667.4657092,34922411333.0,115.559,94.28,1785,7601,42,0,0
1790281667.4809346,34922414180.0,115.559,94.28,1785,7601,42,0,0
1790281667.4982722,34922414180.0,77.776,91.461,1785,7601,42,0,0
1790281667.5169232,34922414180.0,77.776,91.461,1785,7601,42,0,0
1790281667.533793,34922414180.0,77.776,91.461,1785,7601,42,0,0
1790281667.5476518,34922414180.0,77.776,91.461,1785,7601,42,0,0
1790281667.5615406,34922414180.0,77.776,91.461,1785,7601,42,0,0
1790281667.5779564,34922416939.0,77.776,91.461,1785,7601,42,0,0
1790281667.5964224,34922416939.0,77.776,91.461,1785,7601,42,0,0
1790281667.6065106,34922416939.0,77.776,91.461,1785,7601,42,0,0
1790281667.616489,34922416939.0,77.776,91.461,1785,7601,42,0,0
1790281667.6264822,34922416939.0,77.82000000000001,90.703,1785,7601,42,0,0
1790281667.636481,34922416939.0,77.82000000000001,90.703,1785,7601,42,0,0
1790281667.6464803,34922416939.0,77.82000000000001,90.703,1785,7601,42,0,0
1790281667.6564806,34922416939.0,77.82000000000001,90.703,1785,7601,42,0,0
1790281667.6664803,34922416939.0,77.82000000000001,90.703,1785,7601,42,0,0
1790281667.676481,34922416939.0,77.82000000000001,90.703,1785,7601,42,0,0
1790281667.6864805,34922419293.0,77.82000000000001,90.703,1785,7601,42,0,0
1790281667.6964796,34922419293.0,77.82000000000001,90.703,1785,7601,42,0,0
1790281667.70648,34922419293.0,77.82000000000001,90.703,1905,7601,42,0,0
1790281667.7164798,34922419293.0,77.82000000000001,90.703,1905,7601,42,0,0
1790281667.7264798,34922419293.0,82.458,90.269,1905,7601,42,0,0
1790281667.7364795,34922419293.0,82.458,90.269,1905,7601,42,0,0
1790281667.7464807,34922419293.0,82.458,90.269,1905,7601,42,0,0
1790281667.75648,34922419293.0,82.458,90.269,1905,7601,42,0,0
1790281667.7664802,34922419293.0,82.458,90.269,1905,7601,42,0,0
1790281667.7764804,34922419293.0,82.458,90.269,1905,7601,42,0,0
1790281667.786481,34922421724.0,82.458,90.269,1905,7601,42,0,0
1790281667.7964816,34922421724.0,82.458,90.269,1905,7601,42,4,1
1790281667.8105426,34922421724.0,82.458,90.269,1905,7601,42,4,1
1790281667.8232229,34922421724.0,82.458,90.269,1905,7601,43,4,1
1790281667.838444,34922421724.0,82.893,89.9,1905,7601,43,4,1
1790281667.848816,34922421724.0,82.893,89.9,1905,7601,43,4,1
1790281667.8588994,34922421724.0,82.893,89.9,1905,7601,43,4,1
1790281667.8688836,34922421724.0,82.893,89.9,1905,7601,43,4,1
1790281667.8808913,34922426019.0,82.893,89.9,1905,7601,43,4,1
1790281667.890954,34922426019.0,82.893,89.9,1905,7601,43,4,1
1790281667.9012609,34922426019.0,82.893,89.9,1905,7601,43,4,1
1790281667.911344,34922426019.0,82.893,89.9,1905,7601,43,4,1
1790281667.9213285,34922426019.0,82.893,89.9,210,7601,43,4,1
1790281667.937773,34922426019.0,141.35,101.458,210,7601,43,4,1
1790281667.9478514,34922426019.0,141.35,101.458,210,7601,43,4,1
1790281667.957838,34922426019.0,141.35,101.458,210,7601,43,4,1
1790281667.9678547,34922426019.0,141.35,101.458,210,7601,43,4,1
1790281667.9778397,34922429097.0,141.35,101.458,210,7601,42,4,1
1790281667.9902658,34922429097.0,141.35,101.458,210,7601,42,4,1
1790281668.0003464,34922429097.0,141.35,101.458,210,7601,43,4,1
1790281668.015488,34922429097.0,141.35,101.458,210,7601,43,4,1
1790281668.0255752,34922429097.0,141.35,101.458,1065,7601,43,4,1
1790281668.0355563,34922429097.0,141.35,101.458,1065,7601,42,4,1
1790281668.047903,34922429097.0,118.33,100.277,1065,7601,42,4,1
1790281668.0579774,34922429097.0,118.33,100.277,1065,7601,42,4,1
1790281668.0679686,34922429097.0,118.33,100.277,1065,7601,42,4,1
1790281668.0779653,34922433260.0,118.33,100.277,1065,7601,42,4,1
1790281668.0906591,34922433260.0,118.33,100.277,1065,7601,42,4,1
1790281668.1007204,34922433260.0,118.33,100.277,1065,7601,42,4,1
1790281668.1107416,34922433260.0,118.33,100.277,1065,7601,42,4,1
1790281668.1207285,34922433260.0,118.33,100.277,1065,7601,42,4,1
1790281668.1377048,34922433260.0,118.33,100.277,210,7601,42,4,1
1790281668.1478565,34922433260.0,118.33,100.277,210,7601,43,4,1
1790281668.1579301,34922433260.0,116.577,100.35000000000001,210,7601,43,4,1
1790281668.1679208,34922433260.0,116.577,100.35000000000001,210,7601,43,4,1
1790281668.1779194,34922436597.0,116.577,100.35000000000001,210,7601,42,4,1
1790281668.1901433,34922436597.0,116.577,100.35000000000001,210,7601,42,4,1
1790281668.2002175,34922436597.0,116.577,100.35000000000001,210,7601,42,4,1
1790281668.2102072,34922436597.0,116.577,100.35000000000001,210,7601,42,4,1
1790281668.2202063,34922436597.0,116.577,100.35000000000001,210,7601,42,4,1
1790281668.2346618,34922436597.0,116.577,100.35000000000001,210,7601,42,4,1
1790281668.2447355,34922436597.0,116.577,100.35000000000001,210,7601,42,4,1
1790281668.2547266,34922436597.0,117.551,100.624,210,7601,42,4,1
1790281668.264726,34922436597.0,117.551,100.624,210,7601,42,4,1
1790281668.2776875,34922440511.0,117.551,100.624,210,7601,42,4,1
1790281668.2877665,34922440511.0,117.551,100.624,210,7601,42,4,1
1790281668.298833,34922440511.0,117.551,100.624,210,7601,43,4,1
1790281668.308915,34922440511.0,117.551,100.624,210,7601,43,4,1
1790281668.3188992,34922440511.0,117.551,100.624,210,7601,43,4,0
1790281668.3288956,34922440511.0,117.551,100.624,210,7601,42,4,0
1790281668.338891,34922440511.0,117.551,100.624,210,7601,42,4,0
1790281668.34889,34922440511.0,117.551,100.624,210,7601,42,4,0
1790281668.3588905,34922440511.0,111.209,100.393,210,7601,42,4,0
1790281668.3688896,34922440511.0,111.209,100.393,210,7601,42,4,0
1790281668.3788898,34922442676.0,111.209,100.393,210,7601,42,4,0
1790281668.3888896,34922442676.0,111.209,100.393,210,7601,42,4,0
1790281668.3988898,34922442676.0,111.209,100.393,210,7601,42,4,0
1790281668.4088895,34922442676.0,111.209,100.393,210,7601,42,4,0
1790281668.4188898,34922442676.0,111.209,100.393,210,7601,42,4,0
1790281668.4288898,34922442676.0,111.209,100.393,210,7601,42,0,0
1790281668.4441752,34922442676.0,111.209,100.393,1785,7601,42,0,0
1790281668.4611065,34922442676.0,111.209,100.393,1785,7601,42,0,0
1790281668.4778464,34922445458.0,71.796,97.70400000000001,1785,7601,42,4,0
1790281668.4879305,34922445458.0,71.796,97.70400000000001,1785,7601,42,4,0
1790281668.497913,34922445458.0,71.796,97.70400000000001,1785,7601,42,4,0
1790281668.5079062,34922445458.0,71.796,97.70400000000001,1785,7601,42,0,0
1790281668.5228622,34922445458.0,71.796,97.70400000000001,1785,7601,42,0,0
1790281668.5407221,34922445458.0,71.796,97.70400000000001,1785,7601,42,0,0
1790281668.5576422,34922445458.0,71.796,97.70400000000001,1785,7601,42,0,0
1790281668.57624,34922445458.0,71.796,97.70400000000001,1785,7601,42,0,0
1790281668.5944254,34922447578.0,71.796,97.70400000000001,1785,7601,42,4,0
1790281668.6045115,34922447578.0,75.20700000000001,97.47,1785,7601,42,4,0
1790281668.6144915,34922447578.0,75.20700000000001,97.47,1785,7601,42,4,0
1790281668.6244848,34922447578.0,75.20700000000001,97.47,1785,7601,42,4,0
1790281668.6344845,34922447578.0,75.20700000000001,97.47,1785,7601,42,4,0
1790281668.644484,34922447578.0,75.20700000000001,97.47,1785,7601,42,4,0
1790281668.6544833,34922447578.0,75.20700000000001,97.47,1785,7601,42,4,0
1790281668.664484,34922447578.0,75.20700000000001,97.47,1785,7601,42,4,0
1790281668.6744845,34922447578.0,75.20700000000001,97.47,1785,7601,42,4,0
1790281668.684483,34922450581.0,75.20700000000001,97.47,1890,7601,42,0,0
1790281668.694484,34922450581.0,75.20700000000001,97.47,1890,7601,42,0,0
1790281668.7044833,34922450581.0,80.996,97.76,1890,7601,42,0,0
1790281668.7144833,34922450581.0,80.996,97.76,1890,7601,42,0,0
1790281668.724483,34922450581.0,80.996,97.76,1890,7601,42,0,0
1790281668.734484,34922450581.0,80.996,97.76,1890,7601,42,0,0
1790281668.7444854,34922450581.0,80.996,97.76,1890,7601,42,0,0
1790281668.7544835,34922450581.0,80.996,97.76,1890,7601,42,0,0
1790281668.7644832,34922450581.0,80.996,97.76,1890,7601,42,0,0
1790281668.774483,34922450581.0,80.996,97.76,1890,7601,42,0,0
1790281668.7844834,34922453716.0,80.996,97.76,1905,7601,42,0,0
1790281668.7944834,34922453716.0,80.996,97.76,1905,7601,42,0,0
1790281668.8044848,34922453716.0,84.084,97.907,1905,7601,42,0,0
1790281668.8144827,34922453716.0,84.084,97.907,1905,7601,42,0,0
1790281668.8244872,34922453716.0,84.084,97.907,1905,7601,42,4,1
1790281668.8368611,34922453716.0,84.084,97.907,1905,7601,44,4,1
1790281668.8470209,34922453716.0,84.084,97.907,1905,7601,44,4,1
1790281668.860894,34922453716.0,84.084,97.907,1905,7601,43,4,1
1790281668.8719084,34922453716.0,84.084,97.907,1905,7601,43,4,1
1790281668.881997,34922458723.0,84.084,97.907,1905,7601,43,4,1
1790281668.8931236,34922458723.0,84.084,97.907,210,7601,43,4,1
1790281668.9041088,34922458723.0,84.084,97.907,210,7601,43,4,1
1790281668.9141753,34922458723.0,136.034,102.741,210,7601,43,4,1
1790281668.924193,34922458723.0,136.034,102.741,210,7601,43,4,1
1790281668.934175,34922458723.0,136.034,102.741,210,7601,42,4,1
1790281668.947274,34922458723.0,136.034,102.741,210,7601,42,4,1
1790281668.95765,34922458723.0,136.034,102.741,210,7601,42,4,1
1790281668.967736,34922458723.0,136.034,102.741,210,7601,42,4,1
1790281668.9777186,34922462561.0,136.034,102.741,210,7601,42,4,1
1790281668.9900758,34922462561.0,136.034,102.741,210,7601,42,4,1
1790281669.0001578,34922462561.0,136.034,102.741,210,7601,42,4,1
1790281669.0150452,34922462561.0,136.034,102.741,210,7601,42,4,1
1790281669.0251322,34922462561.0,105.624,99.496,210,7601,43,4,1
1790281669.035112,34922462561.0,105.624,99.496,210,7601,43,4,1
1790281669.0465145,34922462561.0,105.624,99.496,210,7601,42,4,1
1790281669.0565765,34922462561.0,105.624,99.496,210,7601,42,4,1
1790281669.0665941,34922462561.0,105.624,99.496,210,7601,42,4,1
1790281669.0765805,34922466922.0,105.624,99.496,210,7601,42,4,1
1790281669.0888,34922466922.0,105.624,99.496,210,7601,42,4,1
1790281669.0988607,34922466922.0,105.624,99.496,210,7601,43,4,1
1790281669.113309,34922466922.0,105.624,99.496,1065,7601,43,4,1
1790281669.1233976,34922466922.0,105.624,99.496,1065,7601,43,4,1
1790281669.133378,34922466922.0,115.515,99.241,1065,7601,42,4,1
1790281669.1471202,34922466922.0,115.515,99.241,1065,7601,42,4,1
1790281669.1571965,34922466922.0,115.515,99.241,1065,7601,42,4,1
1790281669.1671855,34922466922.0,115.515,99.241,1065,7601,42,4,1
1790281669.1771853,34922471834.0,115.515,99.241,1065,7601,42,4,1
1790281669.189662,34922471834.0,115.515,99.241,1065,7601,42,4,1
1790281669.1997225,34922471834.0,115.515,99.241,1065,7601,42,4,1
1790281669.2097387,34922471834.0,115.515,99.241,1065,7601,42,4,1
1790281669.2197294,34922471834.0,115.515,99.241,210,7601,42,4,1
1790281669.2369354,34922471834.0,115.681,99.159,210,7601,42,4,1
1790281669.2470162,34922471834.0,115.681,99.159,210,7601,42,4,1
1790281669.2570012,34922471834.0,115.681,99.159,210,7601,42,4,1
1790281669.2670121,34922471834.0,115.681,99.159,210,7601,42,4,1
1790281669.2770011,34922475447.0,115.681,99.159,210,7601,42,4,1
1790281669.2918668,34922475447.0,115.681,99.159,210,7601,42,4,1
1790281669.3019435,34922475447.0,115.681,99.159,210,7601,42,4,1
1790281669.3133037,34922475447.0,115.681,99.159,210,7601,42,4,1
1790281669.3233984,34922475447.0,115.681,99.159,1065,7601,42,4,1
1790281669.3333719,34922475447.0,115.681,99.159,1065,7601,42,4,0
1790281669.343367,34922475447.0,113.758,98.81400000000001,1065,7601,42,4,0
1790281669.3533628,34922475447.0,113.758,98.81400000000001,1065,7601,42,4,0
1790281669.3633623,34922475447.0,113.758,98.81400000000001,1065,7601,42,4,0
1790281669.3733618,34922475447.0,113.758,98.81400000000001,1065,7601,42,4,0
1790281669.383362,34922478910.0,113.758,98.81400000000001,1065,7601,42,4,0
1790281669.3933625,34922478910.0,113.758,98.81400000000001,1065,7601,42,4,0
1790281669.4033618,34922478910.0,113.758,98.81400000000001,1065,7601,42,0,0
1790281669.4212441,34922478910.0,113.758,98.81400000000001,1635,7601,42,0,0
1790281669.4378235,34922478910.0,113.758,98.81400000000001,1635,7601,42,0,0
1790281669.4571688,34922478910.0,88.76,96.773,1635,7601,42,0,0
1790281669.4760451,34922478910.0,88.76,96.773,1635,7601,42,0,0
1790281669.4938033,34922480402.0,88.76,96.773,1635,7601,42,0,0
1790281669.508767,34922480402.0,88.76,96.773,1635,7601,42,0,0
1790281669.5232298,34922480402.0,88.76,96.773,1635,7601,42,0,0
1790281669.5409908,34922480402.0,88.76,96.773,1635,7601,42,0,0
1790281669.5580103,34922480402.0,88.76,96.773,1695,7601,42,0,0
1790281669.5768542,34922483631.0,88.76,96.773,1695,7601,42,0,0
1790281669.595892,34922483631.0,71.304,95.89,1695,7601,42,0,0
1790281669.6059875,34922483631.0,71.304,95.89,1695,7601,42,0,0
1790281669.6159594,34922483631.0,71.304,95.89,1695,7601,42,0,0
1790281669.625953,34922483631.0,71.304,95.89,1695,7601,42,0,0
1790281669.6359522,34922483631.0,71.304,95.89,1695,7601,42,0,0
1790281669.6459513,34922483631.0,71.304,95.89,1695,7601,42,0,0
1790281669.6559513,34922483631.0,71.304,95.89,1695,7601,42,0,0
1790281669.6659508,34922483631.0,71.304,95.89,1905,7601,42,0,0
1790281669.6759503,34922483631.0,71.304,95.89,1905,7601,42,0,0
1790281669.6859505,34922485909.0,81.041,96.422,1905,7601,42,0,0
1790281669.6959505,34922485909.0,81.041,96.422,1905,7601,42,0,0
1790281669.7059507,34922485909.0,81.041,96.422,1905,7601,42,0,0
1790281669.7159517,34922485909.0,81.041,96.422,1905,7601,42,0,0
1790281669.7259512,34922485909.0,81.041,96.422,1905,7601,42,0,0
1790281669.735951,34922485909.0,81.041,96.422,1905,7601,42,0,0
1790281669.7459507,34922485909.0,81.041,96.422,1905,7601,42,0,0
1790281669.75595,34922485909.0,81.041,96.422,1905,7601,42,0,0
1790281669.7659514,34922485909.0,81.041,96.422,1905,7601,42,0,0
1790281669.7759511,34922485909.0,81.041,96.422,1905,7601,42,0,0
1790281669.7859511,34922488264.0,82.645,96.571,1905,7601,42,0,0
1790281669.7959511,34922488264.0,82.645,96.571,1905,7601,42,0,0
1790281669.8059506,34922488264.0,82.645,96.571,1905,7601,42,0,0
1790281669.8159528,34922488264.0,82.645,96.571,1905,7601,42,0,0
1790281669.8259516,34922488264.0,82.645,96.571,1905,7601,42,0,0
1790281669.8359537,34922488264.0,82.645,96.571,1905,7601,42,0,1
1790281669.8459256,34922488264.0,82.645,96.571,1905,7601,42,4,1
1790281669.8602886,34922488264.0,82.645,96.571,1905,7601,43,4,1
1790281669.8703675,34922488264.0,82.645,96.571,210,7601,43,4,1
1790281669.880356,34922492898.0,82.645,96.571,210,7601,43,4,1
1790281669.8974285,34922492898.0,124.74300000000001,100.267,210,7601,43,4,1
1790281669.907508,34922492898.0,124.74300000000001,100.267,210,7601,43,4,1
1790281669.917737,34922492898.0,124.74300000000001,100.267,210,7601,43,4,1
1790281669.9278276,34922492898.0,124.74300000000001,100.267,210,7601,43,4,1
1790281669.9378073,34922492898.0,124.74300000000001,100.267,210,7601,43,4,1
1790281669.952134,34922492898.0,124.74300000000001,100.267,210,7601,42,4,1
1790281669.962219,34922492898.0,124.74300000000001,100.267,210,7601,42,4,1
1790281669.9733176,34922492898.0,124.74300000000001,100.267,210,7601,42,4,1
1790281669.983416,34922495881.0,124.74300000000001,100.267,1065,7601,43,4,1
1790281669.9933865,34922495881.0,124.74300000000001,100.267,1065,7601,43,4,1
1790281670.0060017,34922495881.0,124.95100000000001,99.259,1065,7601,42,4,1
1790281670.0160632,34922495881.0,124.95100000000001,99.259,1065,7601,42,4,1
