t,energy_mj,p_inst_w,p_avg_w,sm_mhz,mem_mhz,temp_c,reasons,on
1790281665.8011177,34922385916.0,82.524,84.10300000000001,1905,7601,42,0,0
1790281665.811119,34922385916.0,82.524,84.10300000000001,1905,7601,42,0,0
1790281665.8211188,34922385916.0,82.524,84.10300000000001,1905,7601,42,0,0
1790281665.8311188,34922385916.0,82.511,81.16,1905,7601,42,0,0
1790281665.841119,34922385916.0,82.511,81.16,1905,7601,42,0,0
1790281665.8511193,34922385916.0,82.511,81.16,1905,7601,42,0,0
1790281665.8611188,34922385916.0,82.511,81.16,1905,7601,42,0,0
1790281665.8711183,34922385916.0,82.511,81.16,1905,7601,42,0,0
1790281665.8811183,34922386606.0,82.511,81.16,1905,7601,42,0,0
1790281665.8911188,34922386606.0,82.511,81.16,1905,7601,42,0,0
1790281665.9011183,34922386606.0,82.511,81.16,1905,7601,42,0,0
1790281665.9111187,34922386606.0,82.511,81.16,1905,7601,42,0,0
1790281665.9211175,34922386606.0,82.511,81.16,1905,7601,42,0,0
1790281665.9311194,34922386606.0,82.511,81.16,1905,7601,42,0,0
1790281665.9411187,34922386606.0,82.511,81.16,1905,7601,42,0,0
1790281665.9511194,34922386606.0,82.511,81.16,1905,7601,42,0,0
1790281665.9611194,34922386606.0,82.511,81.16,1905,7601,42,0,0
1790281665.971122,34922386606.0,82.511,81.16,1905,7601,42,0,0
1790281665.9811242,34922387109.0,82.511,81.16,1905,7601,42,0,0
1790281665.9911199,34922387109.0,82.511,81.16,1905,7601,42,0,0
1790281666.0011203,34922387109.0,82.511,81.16,1905,7601,42,0,0
1790281666.0111191,34922387109.0,82.511,81.16,1905,7601,42,0,0
1790281666.021119,34922387109.0,82.511,81.16,1905,7601,42,0,0
1790281666.0311186,34922387109.0,82.511,81.16,1905,7601,42,0,0
1790281666.0411184,34922387109.0,82.511,81.16,1905,7601,42,0,0
1790281666.051119,34922387109.0,82.511,81.16,1905,7601,42,0,0
1790281666.0611193,34922387109.0,82.511,81.16,1905,7601,42,0,0
1790281666.071119,34922387109.0,82.511,81.16,1905,7601,42,0,0
1790281666.0811188,34922387613.0,82.511,81.16,1905,7601,42,0,0
1790281666.0911193,34922387613.0,82.511,81.16,1905,7601,42,0,0
1790281666.1011195,34922387613.0,82.511,81.16,1905,7601,42,0,0
1790281666.111119,34922387613.0,82.511,81.16,1905,7601,42,0,0
1790281666.1211188,34922387613.0,82.511,81.16,1905,7601,42,0,0
1790281666.1311188,34922387613.0,82.511,81.16,1905,7601,42,0,0
1790281666.1411188,34922387613.0,82.511,81.16,1905,7601,42,0,0
1790281666.151119,34922387613.0,82.511,81.16,1905,7601,42,0,0
1790281666.161119,34922387613.0,82.511,81.16,1905,7601,42,0,0
1790281666.1711192,34922387613.0,82.511,81.16,1905,7601,42,0,0
1790281666.1811182,34922388115.0,82.511,81.16,1905,7601,42,0,0
1790281666.191118,34922388115.0,82.511,81.16,1905,7601,42,0,0
1790281666.201119,34922388115.0,82.511,81.16,1905,7601,42,0,0
1790281666.21112,34922388115.0,82.511,81.16,1905,7601,42,0,0
1790281666.2211225,34922388115.0,82.511,81.16,1905,7601,42,0,0
1790281666.2311192,34922388115.0,82.511,81.16,1905,7601,42,0,0
1790281666.241119,34922388115.0,82.511,81.16,1905,7601,42,0,0
1790281666.2511194,34922388115.0,82.511,81.16,1905,7601,42,0,0
1790281666.2611182,34922388115.0,82.511,81.16,1905,7601,42,0,0
1790281666.2711186,34922388115.0,82.511,81.16,1905,7601,42,0,0
1790281666.2811189,34922388610.0,82.511,81.16,1905,7601,42,0,0
1790281666.2911189,34922388610.0,82.511,81.16,1905,7601,42,0,0
1790281666.3011196,34922388610.0,82.511,81.16,1905,7601,42,0,0
1790281666.3111184,34922388610.0,82.511,81.16,1905,7601,42,0,0
1790281666.3211193,34922388610.0,82.511,81.16,1905,7601,42,0,0
1790281666.331119,34922388610.0,82.511,81.16,1905,7601,42,0,0
1790281666.3411193,34922388610.0,82.511,81.16,1905,7601,42,0,0
1790281666.3511195,34922388610.0,82.511,81.16,1905,7601,42,0,0
1790281666.361119,34922388610.0,82.511,81.16,1905,7601,42,0,0
1790281666.3711193,34922388610.0,82.511,81.16,1905,7601,42,0,0
1790281666.381119,34922389107.0,82.511,81.16,1905,7601,42,0,0
1790281666.3911216,34922389107.0,82.511,81.16,1905,7601,42,0,0
1790281666.4011195,34922389107.0,82.511,81.16,1905,7601,42,0,0
1790281666.4111183,34922389107.0,82.511,81.16,1905,7601,42,0,0
1790281666.421119,34922389107.0,82.511,81.16,1905,7601,42,0,0
1790281666.4311185,34922389107.0,82.511,81.16,1905,7601,42,0,0
1790281666.4411194,34922389107.0,82.511,81.16,1905,7601,42,0,0
1790281666.451119,34922389107.0,82.511,81.16,1905,7601,42,0,0
1790281666.461118,34922389107.0,82.511,81.16,1905,7601,42,0,0
1790281666.471119,34922389107.0,82.511,81.16,1905,7601,42,0,0
1790281666.4811194,34922389598.0,82.511,81.16,1905,7601,42,0,0
1790281666.4911194,34922389598.0,82.511,81.16,1905,7601,42,0,0
1790281666.501119,34922389598.0,82.511,81.16,1905,7601,42,0,0
1790281666.5111194,34922389598.0,82.511,81.16,1905,7601,42,0,0
1790281666.5211196,34922389598.0,82.511,81.16,1905,7601,42,0,0
