model,e_bit_j_per_byte,e_flop_pJ_per_flop,p_none,r2_dyn,identifiable,bytes_flops_r,ai_span_ratio,n_bins
Qwen2.5-0.5B-Instruct,1.3488772908274542e-10,1.16327159825792,,0.7172445753492294,True,-0.00533072185901438,399.6038747503404,2306
Qwen2.5-1.5B-Instruct,1.1837143571301214e-10,0.937203510569117,,0.728342551939515,True,-0.21860477172006978,489.2006542455663,2305
Qwen2.5-14B-Instruct,1.1247993374516619e-10,0.76624058626361,,0.5183794137020916,True,-0.746732751071415,3593.8723313121127,2374
Qwen2.5-32B-Instruct,1.1574619921849376e-10,0.6078270562023079,,0.2541641788576783,True,-0.6624179940603959,5678.405172500214,2470
Qwen2.5-3B-Instruct,1.1432487290582317e-10,0.8507805973730708,,0.6837178731434082,True,-0.4088023836569054,1109.9067120853072,2323
Qwen2.5-7B-Instruct,1.0993362496321587e-10,0.8361890337745771,,0.6482830536171454,True,-0.7561527126762039,1747.8538180380426,2317
