t,budget,p_1s,p_10s,q,oldest,n_run,arrivals,tokens,tpot,cap,ctrl_ms,info
0.0,100.0,59.404,59.404,0,0.0,0,0,0,0.0,64,0.001,{}
1.001,100.0,53.315,56.36,0,0.0,1,1,12,0.04062,64,0.001,{}
2.001,100.0,99.595,70.772,0,0.0,1,0,23,0.04314,64,0.001,{}
3.0,100.0,99.194,77.877,0,0.0,1,0,22,0.04446,64,0.001,{}
4.001,100.0,99.269,82.155,0,0.0,1,0,23,0.0446,64,0.001,{}
5.0,100.0,99.187,84.994,0,0.0,1,0,22,0.04466,64,0.001,{}
6.0,100.0,99.218,87.026,0,0.0,1,0,23,0.04308,64,0.001,{}
7.0,100.0,99.372,88.569,0,0.0,1,0,24,0.04292,64,0.001,{}
8.0,100.0,99.306,89.762,0,0.0,1,0,23,0.04349,64,0.001,{}
9.001,100.0,99.188,90.705,0,0.0,1,0,22,0.0439,64,0.001,{}
10.001,100.0,98.762,91.437,0,0.0,2,1,50,0.02995,64,0.001,{}
11.001,100.0,99.545,92.113,0,0.0,3,2,131,0.02578,64,0.001,{}
12.001,100.0,99.533,92.684,0,0.0,3,0,117,0.02559,64,0.001,{}
13.001,100.0,99.55,93.174,0,0.0,3,0,120,0.02549,64,0.001,{}
14.0,100.0,99.579,93.601,0,0.0,4,1,140,0.0257,64,0.001,{}
15.001,100.0,99.554,93.973,0,0.0,5,1,189,0.02624,64,0.001,{}
16.001,100.0,99.554,94.301,0,0.0,7,2,253,0.02703,64,0.001,{}
17.0,100.0,99.519,94.591,0,0.0,5,1,241,0.02694,64,0.001,{}
18.0,100.0,99.558,94.853,0,0.0,3,0,178,0.02613,64,0.001,{}
19.0,100.0,99.523,95.086,0,0.0,5,2,167,0.02623,64,0.001,{}
20.001,100.0,99.546,97.093,0,0.0,5,0,190,0.0263,64,0.001,{}
21.001,100.0,99.544,99.405,0,0.0,4,0,159,0.02609,64,0.001,{}
22.001,100.0,99.491,99.4,0,0.0,5,2,181,0.0267,64,0.001,{}
23.0,100.0,99.49,99.414,0,0.0,6,1,192,0.02672,64,0.001,{}
24.001,100.0,99.529,99.427,0,0.0,6,1,221,0.02683,64,0.001,{}
25.001,100.0,99.497,99.443,0,0.0,6,1,229,0.02722,64,0.001,{}
26.001,100.0,99.554,99.46,0,0.0,6,1,215,0.02678,64,0.001,{}
27.0,100.0,99.543,99.468,0,0.0,7,1,236,0.027,64,0.001,{}
28.001,100.0,99.553,99.481,0,0.0,7,0,259,0.02699,64,0.001,{}
29.001,100.0,99.49,99.496,0,0.0,5,0,217,0.02671,64,0.001,{}
30.0,100.0,99.541,99.535,0,0.0,4,0,179,0.02641,64,0.001,{}
31.001,100.0,99.535,99.534,0,0.0,3,0,119,0.02564,64,0.001,{}
32.0,100.0,99.568,99.536,0,0.0,3,1,135,0.02585,64,0.001,{}
33.001,100.0,99.545,99.536,0,0.0,3,1,92,0.02556,64,0.001,{}
34.001,100.0,99.453,99.529,0,0.0,2,0,93,0.02555,64,0.001,{}
35.0,100.0,99.588,99.531,0,0.0,3,1,102,0.02554,64,0.001,{}
36.001,100.0,99.597,99.533,0,0.0,3,0,117,0.02559,64,0.001,{}
37.0,100.0,99.515,99.533,0,0.0,2,0,108,0.02561,64,0.001,{}
38.0,100.0,99.466,99.528,0,0.0,1,0,55,0.02847,64,0.001,{}
39.001,100.0,99.195,99.512,0,0.0,1,0,23,0.04447,64,0.001,{}
40.0,100.0,99.329,99.501,0,0.0,2,1,71,0.02633,64,0.001,{}
41.001,100.0,99.52,99.5,0,0.0,2,0,78,0.02539,64,0.001,{}
42.0,100.0,99.542,99.502,0,0.0,1,0,55,0.02858,64,0.001,{}
43.001,100.0,99.099,99.483,0,0.0,2,1,50,0.03025,64,0.001,{}
44.0,100.0,99.55,99.484,0,0.0,2,0,78,0.02546,64,0.001,{}
45.001,100.0,99.56,99.487,0,0.0,3,1,99,0.02571,64,0.001,{}
46.001,100.0,99.527,99.486,0,0.0,5,2,175,0.02656,64,0.001,{}
47.001,100.0,99.574,99.487,0,0.0,4,0,156,0.02611,64,0.001,{}
48.0,100.0,99.533,99.486,0,0.0,4,0,152,0.02609,64,0.001,{}
49.001,100.0,99.539,99.489,0,0.0,4,0,152,0.02615,64,0.001,{}
50.0,100.0,99.55,99.489,0,0.0,4,1,145,0.02605,64,0.001,{}
51.0,100.0,99.545,99.49,0,0.0,4,0,152,0.02615,64,0.001,{}
52.0,100.0,99.513,99.487,0,0.0,1,0,113,0.02592,64,0.001,{}
53.001,100.0,99.364,99.478,0,0.0,1,0,22,0.04584,64,0.001,{}
54.0,100.0,98.559,99.433,0,0.0,2,1,45,0.03156,64,0.001,{}
55.001,100.0,99.561,99.432,0,0.0,2,0,78,0.02542,64,0.001,{}
56.0,100.0,99.542,99.429,0,0.0,2,0,78,0.02543,64,0.001,{}
57.0,100.0,99.538,99.43,0,0.0,2,1,78,0.02558,64,0.001,{}
58.0,100.0,99.471,99.431,0,0.0,4,2,102,0.02601,64,0.001,{}
59.001,100.0,99.504,99.446,0,0.0,7,3,177,0.02654,64,0.001,{}
60.0,100.0,99.5,99.455,0,0.0,8,1,268,0.02756,64,0.001,{}
61.001,100.0,99.587,99.458,0,0.0,6,0,240,0.02704,64,0.001,{}
62.001,100.0,99.496,99.456,0,0.0,7,1,243,0.0272,64,0.001,{}
63.001,100.0,99.487,99.475,0,0.0,8,1,275,0.02738,64,0.001,{}
64.0,100.0,99.511,99.473,0,0.0,8,1,306,0.0276,64,0.001,{}
65.0,100.0,99.559,99.473,0,0.0,7,0,276,0.02745,64,0.001,{}
66.0,100.0,99.499,99.472,0,0.0,5,1,259,0.02744,64,0.001,{}
67.001,100.0,99.407,99.463,0,0.0,6,2,206,0.02723,64,0.001,{}
68.0,100.0,99.522,99.463,0,0.0,5,0,196,0.02666,64,0.001,{}
69.0,100.0,99.556,99.464,0,0.0,5,1,187,0.02662,64,0.001,{}
70.0,100.0,99.54,99.463,0,0.0,4,0,164,0.0265,64,0.001,{}
71.001,100.0,99.464,99.459,0,0.0,4,1,133,0.02614,64,0.001,{}
72.001,100.0,99.529,99.46,0,0.0,4,0,156,0.02613,64,0.001,{}
73.001,100.0,99.491,99.466,0,0.0,3,1,152,0.02637,64,0.001,{}
74.001,100.0,99.527,99.515,0,0.0,3,0,114,0.02591,64,0.001,{}
75.001,100.0,99.513,99.512,0,0.0,3,0,117,0.02579,64,0.001,{}
76.0,100.0,99.574,99.514,0,0.0,3,1,86,0.02574,64,0.001,{}
77.0,100.0,99.399,99.507,0,0.0,7,4,161,0.02674,64,0.001,{}
78.001,100.0,99.568,99.512,0,0.0,7,1,241,0.02721,64,0.001,{}
79.001,100.0,99.513,99.512,0,0.0,6,0,254,0.02731,64,0.001,{}
80.0,100.0,99.493,99.512,0,0.0,5,1,236,0.02721,64,0.001,{}
81.001,100.0,99.549,99.51,0,0.0,5,0,185,0.0266,64,0.001,{}
82.0,100.0,99.523,99.511,0,0.0,5,0,190,0.0267,64,0.001,{}
83.0,100.0,99.487,99.511,0,0.0,4,1,179,0.02691,64,0.001,{}
84.0,100.0,99.478,99.51,0,0.0,3,0,143,0.02639,64,0.001,{}
85.001,100.0,99.485,99.506,0,0.0,6,4,184,0.02701,64,0.001,{}
86.001,100.0,99.558,99.509,0,0.0,7,1,231,0.0271,64,0.001,{}
87.001,100.0,99.525,99.515,0,0.0,6,0,232,0.02713,64,0.001,{}
88.0,100.0,99.537,99.515,0,0.0,7,1,228,0.02713,64,0.001,{}
89.0,100.0,99.512,99.513,0,0.0,8,1,277,0.02758,64,0.001,{}
90.0,88.0,99.499,99.511,0,0.0,8,1,296,0.02773,64,0.001,{}
91.001,88.0,99.494,99.513,0,0.0,9,1,319,0.02796,64,0.001,{}
92.001,88.0,99.448,99.509,0,0.0,5,0,249,0.02739,64,0.001,{}
93.0,88.0,99.549,99.512,0,0.0,4,0,181,0.02676,64,0.001,{}
94.001,88.0,99.539,99.512,0,0.0,4,0,152,0.02636,64,0.001,{}
95.0,88.0,99.442,99.509,0,0.0,6,3,183,0.02722,64,0.001,{}
96.0,88.0,99.438,99.502,0,0.0,8,3,249,0.02777,64,0.001,{}
97.0,88.0,99.51,99.507,0,0.0,7,1,297,0.02771,64,0.001,{}
98.0,88.0,99.517,99.505,0,0.0,9,3,268,0.02773,64,0.001,{}
99.0,88.0,99.514,99.505,0,0.0,10,2,354,0.02856,64,0.001,{}
100.0,88.0,99.507,99.506,0,0.0,12,2,355,0.02896,64,0.001,{}
101.001,88.0,99.409,99.499,0,0.0,13,2,430,0.02945,64,0.001,{}
102.0,88.0,99.495,99.497,0,0.0,13,2,433,0.02949,64,0.001,{}
103.0,88.0,99.431,99.494,0,0.0,13,3,447,0.02926,64,0.001,{}
104.0,88.0,99.525,99.497,0,0.0,18,5,494,0.03151,64,0.001,{}
105.0,88.0,99.454,99.495,0,0.0,20,2,551,0.0339,64,0.001,{}
106.001,88.0,99.373,99.486,0,0.0,19,2,606,0.03441,64,0.001,{}
107.001,88.0,99.472,99.483,0,0.0,20,3,542,0.03401,64,0.001,{}
108.0,88.0,99.525,99.483,0,0.0,19,0,573,0.03424,64,0.001,{}
109.001,88.0,99.432,99.479,0,0.0,16,1,521,0.03321,64,0.001,{}
110.0,88.0,99.535,99.481,0,0.0,16,1,522,0.02993,64,0.001,{}
111.001,88.0,99.475,99.48,0,0.0,16,3,490,0.03018,64,0.001,{}
112.001,88.0,99.37,99.476,0,0.0,12,3,448,0.02976,64,0.001,{}
113.001,88.0,99.495,99.473,0,0.0,12,1,408,0.02919,64,0.001,{}
114.0,88.0,99.492,99.471,0,0.0,11,0,391,0.02882,64,0.001,{}
115.001,88.0,99.492,99.473,0,0.0,14,6,422,0.0302,64,0.001,{}
116.001,88.0,99.421,99.472,0,0.0,16,2,507,0.03023,64,0.001,{}
