request_id,t_arrival,t_admit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,queue_s,tpot_s,error
static64-0,1790361316.157358,1790361316.158535,1790361316.192927,1790361326.421212,24,256,0.035568,0.001177,0.040111,
static64-1,1790361325.115836,1790361325.117921,1790361325.172480,1790361331.777887,13,256,0.056644,0.002084,0.025904,
static64-2,1790361325.727031,1790361325.727054,1790361325.772068,1790361332.420979,19,256,0.045036,0.000022,0.026074,
static64-3,1790361325.918853,1790361325.922934,1790361325.949610,1790361332.609543,21,256,0.030757,0.004082,0.026117,
static64-4,1790361328.918726,1790361328.922905,1790361328.969986,1790361335.704244,17,256,0.051260,0.004180,0.026409,
static64-5,1790361329.749421,1790361329.752501,1790361329.798972,1790361333.342509,32,134,0.049551,0.003080,0.026643,
static64-6,1790361330.668489,1790361330.672576,1790361330.719009,1790361337.467995,27,256,0.050520,0.004087,0.026467,
static64-7,1790361330.718044,1790361330.719028,1790361330.778951,1790361333.603343,32,107,0.060907,0.000984,0.026645,
static64-8,1790361331.991194,1790361331.995278,1790361332.043339,1790361338.774792,35,256,0.052145,0.004084,0.026398,
static64-9,1790361333.727264,1790361333.727284,1790361333.756265,1790361340.530926,27,256,0.029001,0.000020,0.026567,
static64-10,1790361334.111796,1790361334.113876,1790361334.150566,1790361340.933418,14,256,0.038770,0.002079,0.026599,
static64-11,1790361336.907104,1790361336.908190,1790361336.955402,1790361343.818894,16,256,0.048299,0.001086,0.026916,
static64-12,1790361337.254720,1790361337.256801,1790361337.304386,1790361344.166058,32,256,0.049666,0.002080,0.026909,
static64-13,1790361338.564849,1790361338.565931,1790361338.611012,1790361345.461204,31,256,0.046163,0.001082,0.026863,
static64-14,1790361338.779948,1790361338.782029,1790361338.827590,1790361345.669317,19,256,0.047641,0.002081,0.026830,
static64-15,1790361340.318083,1790361340.322168,1790361340.361814,1790361347.137452,15,256,0.043731,0.004086,0.026571,
static64-16,1790361341.088637,1790361341.092539,1790361341.145341,1790361347.882415,21,256,0.056704,0.003902,0.026420,
static64-17,1790361342.236133,1790361342.237215,1790361342.275260,1790361348.952145,21,256,0.039127,0.001082,0.026184,
static64-18,1790361346.651547,1790361346.655649,1790361346.693534,1790361353.214331,20,256,0.041987,0.004102,0.025572,
static64-19,1790361348.508769,1790361348.509849,1790361348.538901,1790361352.401807,20,152,0.030132,0.001080,0.025582,
static64-20,1790361350.007190,1790361350.010272,1790361350.043139,1790361357.214289,34,256,0.035949,0.003082,0.028122,
static64-21,1790361354.740150,1790361354.743231,1790361354.800844,1790361361.745158,29,256,0.060694,0.003081,0.027233,
static64-22,1790361358.125078,1790361358.128160,1790361358.180112,1790361364.799020,20,256,0.055034,0.003082,0.025957,
static64-23,1790361360.067854,1790361360.069935,1790361360.114042,1790361366.782716,24,256,0.046187,0.002081,0.026152,
static64-24,1790361360.785538,1790361360.785563,1790361360.811515,1790361367.476126,23,256,0.025977,0.000025,0.026136,
static64-25,1790361360.864167,1790361360.864189,1790361360.892951,1790361367.552521,27,256,0.028784,0.000022,0.026116,
static64-26,1790361365.076000,1790361365.076022,1790361365.110003,1790361372.387448,21,256,0.034002,0.000022,0.028539,
static64-27,1790361369.206457,1790361369.208538,1790361369.257503,1790361375.900809,30,256,0.051046,0.002081,0.026052,
static64-28,1790361372.376605,1790361372.380686,1790361372.411557,1790361379.281674,20,256,0.034953,0.004082,0.026942,
static64-29,1790361373.276817,1790361373.276839,1790361373.303921,1790361375.845653,53,95,0.027104,0.000022,0.027040,
static64-30,1790361373.301342,1790361373.303422,1790361373.360529,1790361380.298939,15,256,0.059187,0.002080,0.027209,
static64-31,1790361373.978905,1790361373.980987,1790361374.018221,1790361380.984739,16,256,0.039315,0.002081,0.027320,
static64-32,1790361374.576759,1790361374.578862,1790361374.633034,1790361381.613916,47,256,0.056274,0.002103,0.027376,
static64-33,1790361374.607229,1790361374.610310,1790361374.669189,1790361381.641257,15,256,0.061960,0.003081,0.027341,
static64-34,1790361375.158195,1790361375.161279,1790361375.213578,1790361382.187664,36,256,0.055383,0.003084,0.027349,
static64-35,1790361377.036803,1790361377.039885,1790361377.086370,1790361384.036055,28,256,0.049566,0.003082,0.027254,
static64-36,1790361377.979263,1790361377.979285,1790361378.014389,1790361384.940692,18,256,0.035126,0.000021,0.027162,
static64-37,1790361378.989801,1790361378.990888,1790361379.031965,1790361385.912795,20,256,0.042164,0.001088,0.026984,
static64-38,1790361380.933764,1790361380.935845,1790361380.984764,1790361387.771679,16,256,0.051000,0.002080,0.026615,
static64-39,1790361381.815661,1790361381.819742,1790361381.858689,1790361388.612796,14,256,0.043027,0.004081,0.026487,
static64-40,1790361382.262797,1790361382.264877,1790361382.297770,1790361382.782290,14,19,0.034973,0.002080,0.026918,
static64-41,1790361383.973666,1790361383.973687,1790361384.008947,1790361390.681828,17,256,0.035281,0.000021,0.026168,
static64-42,1790361386.377621,1790361386.381960,1790361386.431495,1790361393.108458,25,256,0.053874,0.004339,0.026184,
static64-43,1790361387.728489,1790361387.730573,1790361387.771696,1790361394.497854,16,256,0.043207,0.002084,0.026377,
static64-44,1790361391.463320,1790361391.465401,1790361391.499290,1790361398.365263,35,256,0.035969,0.002081,0.026925,
static64-45,1790361391.711476,1790361391.713557,1790361391.759543,1790361398.632607,20,256,0.048066,0.002081,0.026953,
static64-46,1790361392.286375,1790361392.288457,1790361392.341510,1790361395.532048,13,118,0.055135,0.002082,0.027270,
static64-47,1790361392.494882,1790361392.494902,1790361392.532630,1790361399.401579,27,256,0.037748,0.000020,0.026937,
static64-48,1790361392.538769,1790361392.541848,1790361392.588804,1790361395.532058,37,109,0.050035,0.003079,0.027252,
static64-49,1790361393.567828,1790361393.569911,1790361393.622501,1790361400.471173,37,256,0.054673,0.002083,0.026858,
static64-50,1790361395.022706,1790361395.025786,1790361395.064945,1790361401.908648,24,256,0.042239,0.003080,0.026838,
static64-51,1790361398.521090,1790361398.523174,1790361398.551208,1790361405.465926,21,256,0.030118,0.002084,0.027117,
static64-52,1790361399.691921,1790361399.696003,1790361399.736882,1790361406.721246,18,256,0.044960,0.004081,0.027390,
static64-53,1790361400.052249,1790361400.052269,1790361400.085392,1790361407.081586,15,256,0.033143,0.000020,0.027436,
static64-54,1790361400.063588,1790361400.063607,1790361400.118593,1790361407.108725,17,256,0.055005,0.000019,0.027412,
static64-55,1790361400.511360,1790361400.515441,1790361400.550601,1790361407.541697,17,256,0.039241,0.004081,0.027416,
static64-56,1790361401.376750,1790361401.376770,1790361401.416823,1790361408.399587,33,256,0.040073,0.000020,0.027383,
static64-57,1790361403.450105,1790361403.455192,1790361403.503490,1790361410.452347,35,256,0.053386,0.005087,0.027250,
static64-58,1790361403.911732,1790361403.915977,1790361403.970406,1790361410.916561,22,256,0.058674,0.004245,0.027240,
static64-59,1790361405.236138,1790361405.239220,1790361405.271026,1790361412.230818,18,256,0.034888,0.003082,0.027293,
static64-60,1790361405.765232,1790361405.766311,1790361405.801514,1790361412.751878,30,256,0.036281,0.001079,0.027256,
static64-61,1790361410.010448,1790361410.010469,1790361410.068393,1790361417.293149,16,256,0.057945,0.000021,0.028332,
static64-62,1790361410.095789,1790361410.097870,1790361410.126918,1790361417.350593,19,256,0.031129,0.002081,0.028328,
static64-63,1790361410.472701,1790361410.474781,1790361410.507172,1790361414.380357,27,140,0.034472,0.002080,0.027865,
static64-64,1790361411.010721,1790361411.012803,1790361411.054135,1790361418.359385,12,256,0.043414,0.002082,0.028648,
static64-65,1790361411.079475,1790361411.079495,1790361411.117469,1790361418.418314,27,256,0.037994,0.000020,0.028631,
static64-66,1790361411.115612,1790361411.115632,1790361411.148429,1790361418.447503,25,256,0.032817,0.000020,0.028624,
static64-67,1790361411.801129,1790361411.802210,1790361411.839887,1790361412.258778,20,16,0.038759,0.001081,0.027926,
static64-68,1790361412.815792,1790361412.818872,1790361412.860265,1790361416.419699,22,125,0.044472,0.003079,0.028705,
static64-69,1790361413.190353,1790361413.191434,1790361413.246430,1790361420.920874,34,256,0.056077,0.001081,0.030096,
static64-70,1790361413.510626,1790361413.511713,1790361413.553653,1790361421.301329,11,256,0.043027,0.001087,0.030383,
static64-71,1790361413.766716,1790361413.769797,1790361413.806766,1790361421.605988,17,256,0.040049,0.003080,0.030585,
static64-72,1790361414.105193,1790361414.107273,1790361414.150755,1790361422.015710,19,256,0.045562,0.002080,0.030843,
static64-73,1790361415.237445,1790361415.240014,1790361415.297951,1790361423.382176,22,256,0.060506,0.002569,0.031703,
static64-74,1790361415.510939,1790361415.513018,1790361415.562902,1790361423.686678,44,256,0.051963,0.002079,0.031858,
static64-75,1790361416.149394,1790361416.150474,1790361416.203338,1790361424.428072,22,256,0.053943,0.001080,0.032254,
static64-76,1790361416.185596,1790361416.186675,1790361416.238907,1790361424.464450,16,256,0.053311,0.001078,0.032257,
static64-77,1790361417.370982,1790361417.372064,1790361417.413064,1790361425.666799,15,256,0.042083,0.001082,0.032368,
static64-78,1790361417.500294,1790361417.502250,1790361417.564739,1790361425.816860,15,256,0.064445,0.001956,0.032361,
