request_id,t_arrival,t_admit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,queue_s,tpot_s,error
mpc-0,1790360988.139398,1790361016.648788,1790361016.682858,1790361023.888001,24,256,28.543460,28.509390,0.028255,
mpc-1,1790360997.098167,1790361016.649500,1790361016.701272,1790361023.916360,13,256,19.603105,19.551332,0.028294,
mpc-2,1790360997.708992,1790361016.649855,1790361016.701276,1790361023.916372,19,256,18.992284,18.940863,0.028294,
mpc-3,1790360997.901428,1790361016.650165,1790361016.701278,1790361023.916380,21,256,18.799850,18.748737,0.028295,
mpc-4,1790361000.901126,1790361016.650470,1790361016.701281,1790361023.916388,17,256,15.800155,15.749344,0.028295,
mpc-5,1790361001.731749,1790361016.650744,1790361016.701283,1790361020.450620,32,134,14.969534,14.918995,0.028191,
mpc-6,1790361002.651459,1790361016.651050,1790361016.701286,1790361023.916394,27,256,14.049827,13.999592,0.028295,
mpc-7,1790361002.700611,1790361016.651351,1790361016.701288,1790361019.689071,32,107,14.000677,13.950740,0.028187,
mpc-8,1790361003.973722,1790361016.651659,1790361016.701291,1790361023.916401,35,256,12.727568,12.677937,0.028295,
mpc-9,1790361005.709843,1790361016.651978,1790361016.701293,1790361023.916408,27,256,10.991449,10.942134,0.028295,
mpc-10,1790361006.094022,1790361016.652279,1790361016.701295,1790361023.916414,14,256,10.607273,10.558257,0.028295,
mpc-11,1790361008.889652,1790361016.652540,1790361016.701298,1790361023.916420,16,256,7.811646,7.762888,0.028295,
mpc-12,1790361009.237150,1790361016.652788,1790361016.701300,1790361023.916429,32,256,7.464150,7.415638,0.028295,
mpc-13,1790361010.548094,1790361016.653067,1790361016.701303,1790361023.916435,31,256,6.153209,6.104973,0.028295,
mpc-14,1790361010.762309,1790361016.653374,1790361016.701305,1790361023.916440,19,256,5.938996,5.891065,0.028295,
mpc-15,1790361012.300574,1790361016.653633,1790361016.701308,1790361023.916445,15,256,4.400733,4.353059,0.028295,
mpc-16,1790361013.071041,1790361019.691177,1790361019.749409,1790361026.569273,21,256,6.678369,6.620136,0.026745,
mpc-17,1790361014.219357,1790361020.455729,1790361020.512583,1790361027.511591,21,256,6.293226,6.236373,0.027447,
mpc-18,1790361018.649240,1790361047.653878,1790361047.687157,1790361055.126351,20,256,29.037918,29.004638,0.029173,
mpc-19,1790361020.491525,1790361047.654333,1790361047.748522,1790361052.180545,20,152,27.256997,27.162807,0.029351,
mpc-20,1790361021.989348,1790361047.654689,1790361047.748526,1790361055.154762,34,256,25.759177,25.665341,0.029044,
mpc-21,1790361026.723112,1790361047.655035,1790361047.748528,1790361055.154773,29,256,21.025415,20.931923,0.029044,
mpc-22,1790361030.107065,1790361047.655362,1790361047.748530,1790361055.154780,20,256,17.641465,17.548297,0.029044,
mpc-23,1790361032.050741,1790361047.655654,1790361047.748533,1790361055.154787,24,256,15.697792,15.604913,0.029044,
mpc-24,1790361032.767644,1790361047.655938,1790361047.748534,1790361055.154793,23,256,14.980891,14.888294,0.029044,
mpc-25,1790361032.846466,1790361047.656226,1790361047.748537,1790361055.154799,27,256,14.902070,14.809760,0.029044,
mpc-26,1790361037.058656,1790361047.656525,1790361047.748539,1790361055.154805,21,256,10.689883,10.597869,0.029044,
mpc-27,1790361041.188344,1790361047.656797,1790361047.748541,1790361055.154810,30,256,6.560197,6.468453,0.029044,
mpc-28,1790361044.359252,1790361047.657089,1790361047.748544,1790361055.154816,20,256,3.389292,3.297837,0.029044,
mpc-29,1790361045.259152,1790361047.657357,1790361047.748546,1790361050.533764,53,95,2.489393,2.398205,0.029630,
mpc-30,1790361045.283679,1790361047.657687,1790361047.748548,1790361055.154821,15,256,2.464869,2.374008,0.029044,
mpc-31,1790361045.960884,1790361047.657960,1790361047.748550,1790361055.154827,16,256,1.787666,1.697075,0.029044,
mpc-32,1790361046.559618,1790361047.658230,1790361047.748552,1790361055.154832,47,256,1.188935,1.098612,0.029044,
mpc-33,1790361046.589220,1790361047.658572,1790361047.748554,1790361055.154838,15,256,1.159334,1.069352,0.029044,
mpc-34,1790361047.141103,1790361047.658825,1790361047.748557,1790361055.154843,36,256,0.607454,0.517722,0.029044,
mpc-35,1790361049.019012,1790361071.647139,1790361071.668072,1790361078.964518,28,256,22.649059,22.628127,0.028614,
mpc-36,1790361049.961398,1790361071.647623,1790361071.737142,1790361078.992007,18,256,21.775744,21.686224,0.028450,
mpc-37,1790361050.971849,1790361071.647971,1790361071.737145,1790361078.992018,20,256,20.765296,20.676122,0.028450,
mpc-38,1790361052.916451,1790361071.648296,1790361071.737148,1790361078.992025,16,256,18.820697,18.731846,0.028450,
mpc-39,1790361053.797762,1790361071.648584,1790361071.737150,1790361078.992032,14,256,17.939388,17.850822,0.028451,
mpc-40,1790361054.245488,1790361071.648847,1790361071.737153,1790361072.236766,14,19,17.491665,17.403359,0.027756,
mpc-41,1790361055.956143,1790361071.649102,1790361071.737155,1790361078.992037,17,256,15.781012,15.692960,0.028451,
mpc-42,1790361058.359734,1790361071.649365,1790361071.737157,1790361078.992043,25,256,13.377424,13.289632,0.028451,
mpc-43,1790361059.710486,1790361071.649642,1790361071.737160,1790361078.992049,16,256,12.026673,11.939155,0.028451,
mpc-44,1790361063.446139,1790361071.649914,1790361071.737162,1790361078.992055,35,256,8.291023,8.203775,0.028451,
mpc-45,1790361063.693635,1790361071.650233,1790361071.737164,1790361078.992060,20,256,8.043530,7.956598,0.028451,
mpc-46,1790361064.267999,1790361071.650519,1790361071.737167,1790361075.065525,13,118,7.469167,7.382520,0.028448,
mpc-47,1790361064.476740,1790361071.650781,1790361071.737169,1790361078.992065,27,256,7.260429,7.174041,0.028451,
mpc-48,1790361064.520625,1790361071.651061,1790361071.737171,1790361074.813011,37,109,7.216546,7.130435,0.028480,
mpc-49,1790361065.549305,1790361071.651372,1790361071.737173,1790361078.992071,37,256,6.187868,6.102067,0.028451,
mpc-50,1790361067.005391,1790361071.651703,1790361071.737175,1790361078.992077,24,256,4.731784,4.646312,0.028451,
mpc-51,1790361070.503222,1790361072.238872,1790361072.295969,1790361079.777250,21,256,1.792748,1.735651,0.029338,
mpc-52,1790361071.674217,1790361096.677664,1790361096.710241,1790361106.461919,18,256,25.036025,25.003447,0.038242,
mpc-53,1790361072.034235,1790361096.678166,1790361096.810642,1790361106.503892,15,256,24.776406,24.643931,0.038013,
mpc-54,1790361072.046309,1790361096.678530,1790361096.810645,1790361106.503903,17,256,24.764336,24.632221,0.038013,
mpc-55,1790361072.493266,1790361096.678911,1790361096.810647,1790361106.503913,17,256,24.317381,24.185645,0.038013,
mpc-56,1790361073.359211,1790361096.679168,1790361096.810650,1790361106.503921,33,256,23.451439,23.319957,0.038013,
mpc-57,1790361075.432781,1790361096.679438,1790361096.810652,1790361106.503929,35,256,21.377872,21.246658,0.038013,
mpc-58,1790361075.894474,1790361096.679685,1790361096.810654,1790361106.503937,22,256,20.916180,20.785211,0.038013,
mpc-59,1790361077.218569,1790361096.679901,1790361096.810657,1790361106.503943,18,256,19.592088,19.461332,0.038013,
mpc-60,1790361077.747270,1790361096.680127,1790361096.810659,1790361106.503950,30,256,19.063389,18.932857,0.038013,
mpc-61,1790361081.992822,1790361096.680369,1790361096.810662,1790361106.503957,16,256,14.817840,14.687547,0.038013,
mpc-62,1790361082.078267,1790361096.680580,1790361096.810664,1790361106.503964,19,256,14.732397,14.602313,0.038013,
mpc-63,1790361082.455292,1790361096.680789,1790361096.810667,1790361102.140785,27,140,14.355375,14.225497,0.038346,
mpc-64,1790361082.993259,1790361096.681005,1790361096.810668,1790361106.503971,12,256,13.817410,13.687746,0.038013,
mpc-65,1790361083.062606,1790361096.681205,1790361096.810671,1790361106.503978,27,256,13.748065,13.618599,0.038013,
mpc-66,1790361083.098328,1790361096.681441,1790361096.810673,1790361106.503986,25,256,13.712345,13.583113,0.038013,
mpc-67,1790361083.783720,1790361096.681669,1790361096.810675,1790361097.370445,20,16,13.026954,12.897948,0.037318,
mpc-68,1790361084.797614,1790361096.681877,1790361096.810677,1790361101.605165,22,125,12.013063,11.884263,0.038665,
mpc-69,1790361085.172419,1790361096.682081,1790361096.810679,1790361106.503993,34,256,11.638260,11.509662,0.038013,
mpc-70,1790361085.492240,1790361096.682319,1790361096.810681,1790361106.504000,11,256,11.318441,11.190079,0.038013,
mpc-71,1790361085.749035,1790361096.682496,1790361096.810683,1790361106.504006,17,256,11.061648,10.933460,0.038013,
mpc-72,1790361086.087353,1790361096.682688,1790361096.810685,1790361106.504013,19,256,10.723332,10.595335,0.038013,
mpc-73,1790361087.219300,1790361096.682890,1790361096.810688,1790361106.504019,22,256,9.591388,9.463590,0.038013,
mpc-74,1790361087.492547,1790361096.683089,1790361096.810690,1790361106.504026,44,256,9.318142,9.190542,0.038013,
mpc-75,1790361088.130997,1790361096.683354,1790361096.810692,1790361106.504033,22,256,8.679694,8.552357,0.038013,
mpc-76,1790361088.167735,1790361096.683576,1790361096.810694,1790361106.504040,16,256,8.642959,8.515841,0.038013,
mpc-77,1790361089.353426,1790361096.683880,1790361096.810696,1790361106.504046,15,256,7.457271,7.330455,0.038013,
mpc-78,1790361089.481811,1790361096.684090,1790361096.810699,1790361106.504053,15,256,7.328888,7.202279,0.038013,
mpc-79,1790361090.191636,1790361096.684285,1790361096.810701,1790361103.507571,32,176,6.619065,6.492649,0.038268,
