t,budget,p_1s,p_10s,q,oldest,n_run,arrivals,tokens,tpot,cap,ctrl_ms,info
0.0,100.0,59.404,59.404,0,0.0,0,0,0,0.0,64,0.046,"{""m_float"": 64.0}"
1.001,100.0,64.394,61.899,0,0.0,1,1,14,0.0429,64,0.035,"{""m_float"": 64.0}"
2.001,100.0,99.521,74.44,0,0.0,2,1,66,0.02729,63,0.027,"{""m_float"": 62.791206852018576}"
3.001,100.0,99.493,80.703,0,0.0,3,1,100,0.02566,64,0.025,"{""m_float"": 64.0}"
4.001,100.0,99.52,84.467,0,0.0,3,0,117,0.02559,64,0.024,"{""m_float"": 64.0}"
5.001,100.0,99.505,86.973,0,0.0,4,1,135,0.02588,64,0.025,"{""m_float"": 64.0}"
6.001,100.0,99.507,88.764,0,0.0,4,0,156,0.02582,64,0.023,"{""m_float"": 64.0}"
7.001,100.0,99.4,90.093,0,0.0,7,3,173,0.02654,64,0.026,"{""m_float"": 64.0}"
8.001,100.0,99.541,91.143,0,0.0,6,1,250,0.02742,64,0.025,"{""m_float"": 64.0}"
9.0,100.0,99.518,91.98,0,0.0,7,1,257,0.0269,64,0.026,"{""m_float"": 64.0}"
10.001,100.0,99.246,92.641,0,0.0,7,1,229,0.02725,64,0.025,"{""m_float"": 64.0}"
11.0,100.0,99.627,93.223,0,0.0,7,0,259,0.02709,64,0.028,"{""m_float"": 64.0}"
12.001,100.0,99.543,93.709,0,0.0,7,1,249,0.02731,64,0.024,"{""m_float"": 64.0}"
13.001,100.0,99.491,94.122,0,0.0,8,1,277,0.02746,64,0.027,"{""m_float"": 64.0}"
14.0,100.0,99.56,94.485,0,0.0,5,0,273,0.02726,64,0.025,"{""m_float"": 64.0}"
15.001,100.0,99.547,94.801,0,0.0,4,0,162,0.02639,64,0.025,"{""m_float"": 64.0}"
16.001,100.0,99.493,95.077,0,0.0,3,0,123,0.02588,64,0.024,"{""m_float"": 64.0}"
17.0,100.0,99.523,95.324,0,0.0,3,1,102,0.02583,64,0.024,"{""m_float"": 64.0}"
18.0,100.0,99.524,95.545,0,0.0,3,0,117,0.02593,64,0.023,"{""m_float"": 64.0}"
19.001,100.0,99.479,95.742,0,0.0,2,0,91,0.02549,64,0.024,"{""m_float"": 64.0}"
20.001,100.0,98.689,97.706,0,0.0,2,1,39,0.03395,62,0.023,"{""m_float"": 61.77810542366134}"
21.001,100.0,99.575,99.465,0,0.0,2,0,78,0.02536,59,0.023,"{""m_float"": 58.909639767714786}"
22.001,100.0,99.565,99.467,0,0.0,2,0,80,0.02543,58,0.023,"{""m_float"": 57.72468142388549}"
23.001,100.0,99.436,99.464,0,0.0,1,0,49,0.02961,57,0.023,"{""m_float"": 56.54585772793476}"
24.001,100.0,99.182,99.448,0,0.0,1,0,23,0.04463,55,0.022,"{""m_float"": 55.38861364829458}"
25.001,100.0,98.982,99.421,0,0.0,2,2,56,0.02962,54,0.026,"{""m_float"": 54.252842753906094}"
26.0,100.0,99.51,99.422,0,0.0,3,1,93,0.02579,53,0.025,"{""m_float"": 53.09173719244832}"
27.001,100.0,99.546,99.429,0,0.0,3,0,117,0.02586,52,0.023,"{""m_float"": 51.92028768267641}"
28.0,100.0,99.564,99.43,0,0.0,3,0,114,0.02583,51,0.023,"{""m_float"": 50.75421749585865}"
29.001,100.0,99.424,99.425,0,0.0,4,1,129,0.02613,50,0.024,"{""m_float"": 49.59600978365863}"
30.001,100.0,99.55,99.44,0,0.0,4,0,152,0.02616,48,0.024,"{""m_float"": 48.41143425604774}"
31.001,100.0,99.555,99.437,0,0.0,4,0,152,0.02634,47,0.024,"{""m_float"": 47.24660983997962}"
32.0,100.0,99.365,99.428,0,0.0,4,2,125,0.02649,46,0.024,"{""m_float"": 46.09115687041089}"
33.001,100.0,99.571,99.432,0,0.0,5,2,155,0.02702,45,0.025,"{""m_float"": 44.92142487986568}"
34.001,100.0,99.027,99.405,0,0.0,8,4,259,0.02794,44,0.024,"{""m_float"": 43.79383095907963}"
35.001,100.0,99.367,99.396,0,0.0,10,2,309,0.02821,43,0.024,"{""m_float"": 42.6536398198146}"
36.001,100.0,99.536,99.398,0,0.0,10,1,345,0.02839,42,0.025,"{""m_float"": 41.50173023743489}"
37.0,100.0,99.527,99.399,0,0.0,13,3,398,0.02934,40,0.024,"{""m_float"": 40.35160121790455}"
38.0,100.0,99.327,99.389,0,0.0,13,0,455,0.02892,39,0.024,"{""m_float"": 39.2158900112045}"
39.001,100.0,99.479,99.389,0,0.0,11,1,394,0.02902,38,0.027,"{""m_float"": 38.07067743540617}"
40.0,100.0,99.493,99.429,0,0.0,12,2,399,0.02883,37,0.03,"{""m_float"": 36.867652179627555}"
41.001,100.0,99.372,99.419,0,0.0,9,1,373,0.02878,36,0.025,"{""m_float"": 35.7177516033384}"
42.001,100.0,99.513,99.416,0,0.0,8,0,289,0.02756,35,0.026,"{""m_float"": 34.56182257051995}"
43.001,100.0,99.478,99.418,0,0.0,8,0,296,0.02757,33,0.024,"{""m_float"": 33.4004499725767}"
44.001,100.0,99.642,99.441,0,0.0,6,1,223,0.02739,32,0.024,"{""m_float"": 32.20798224635868}"
45.001,100.0,99.148,99.45,0,0.0,7,2,210,0.02743,31,0.024,"{""m_float"": 31.02560653367365}"
46.001,100.0,99.56,99.452,0,0.0,6,0,243,0.02744,30,0.024,"{""m_float"": 29.847594014982242}"
47.001,100.0,99.437,99.447,0,0.0,4,1,183,0.02698,29,0.023,"{""m_float"": 28.679840827119023}"
48.0,100.0,99.244,99.431,0,0.0,7,3,192,0.02763,28,0.025,"{""m_float"": 27.529838613962863}"
49.001,100.0,99.563,99.438,0,0.0,7,0,259,0.0274,26,0.024,"{""m_float"": 26.354525225277445}"
50.001,100.0,99.522,99.436,0,0.0,8,1,284,0.02788,25,0.023,"{""m_float"": 25.18789987104459}"
51.001,100.0,99.293,99.423,0,0.0,8,1,300,0.02808,24,0.024,"{""m_float"": 24.03875270200311}"
52.0,100.0,99.549,99.432,0,0.0,7,1,286,0.02764,23,0.025,"{""m_float"": 22.863794323223445}"
53.0,100.0,99.509,99.429,0,0.0,7,0,252,0.0275,22,0.023,"{""m_float"": 21.70210674687628}"
54.0,100.0,99.519,99.454,0,0.0,6,0,247,0.02742,21,0.023,"{""m_float"": 20.502062759293402}"
55.001,100.0,99.495,99.46,0,0.0,3,0,183,0.02688,19,0.023,"{""m_float"": 19.316442097861408}"
