request_id,t_arrival,t_admit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,queue_s,tpot_s,error
pi-243,1790361832.748541,1790361884.190978,1790361884.363933,1790361892.862257,30,256,51.615392,51.442437,0.033327,
pi-244,1790361832.932271,1790361884.191294,1790361884.363936,1790361889.742702,52,159,51.431665,51.259024,0.034043,
pi-245,1790361833.942506,1790361884.191661,1790361884.363939,1790361892.862266,17,256,50.421433,50.249156,0.033327,
pi-246,1790361836.066495,1790361884.191933,1790361884.363941,1790361892.862275,45,256,48.297446,48.125438,0.033327,
pi-247,1790361836.455383,1790361884.192286,1790361884.363944,1790361892.862283,29,256,47.908560,47.736903,0.033327,
pi-248,1790361838.554875,1790361884.192608,1790361884.363946,1790361884.876653,27,16,45.809071,45.637732,0.034180,
pi-249,1790361838.661288,1790361884.192913,1790361884.363949,1790361892.862291,28,256,45.702660,45.531625,0.033327,
pi-250,1790361838.788745,1790361884.193222,1790361884.363951,1790361892.862299,37,256,45.575206,45.404477,0.033327,
pi-251,1790361838.811328,1790361884.193539,1790361884.363953,1790361892.862306,17,256,45.552625,45.382211,0.033327,
pi-252,1790361839.676223,1790361884.193811,1790361884.363955,1790361892.862313,30,256,44.687733,44.517588,0.033327,
pi-253,1790361840.108350,1790361884.194124,1790361884.363958,1790361891.990905,13,227,44.255608,44.085773,0.033748,
pi-254,1790361840.253146,1790361884.194353,1790361884.363960,1790361892.862321,18,256,44.110814,43.941207,0.033327,
pi-255,1790361840.418231,1790361892.863483,1790361892.893725,1790361899.558682,34,229,52.475494,52.445252,0.029232,
pi-256,1790361840.434616,1790361892.864623,1790361892.996270,1790361900.368998,13,256,52.561655,52.430007,0.028913,
pi-257,1790361840.681300,1790361892.864900,1790361892.996274,1790361900.369010,16,256,52.314973,52.183600,0.028913,
pi-258,1790361841.293436,1790361892.865154,1790361892.996276,1790361900.369020,33,256,51.702840,51.571718,0.028913,
pi-259,1790361842.334643,1790361892.865444,1790361892.996278,1790361900.369028,33,256,50.661635,50.530801,0.028913,
pi-260,1790361842.606619,1790361892.865713,1790361892.996280,1790361900.369036,48,256,50.389662,50.259094,0.028913,
pi-261,1790361843.568525,1790361892.866009,1790361892.996283,1790361900.369045,31,256,49.427758,49.297484,0.028913,
pi-262,1790361843.606317,1790361892.866309,1790361892.996285,1790361900.369055,24,256,49.389968,49.259991,0.028913,
pi-263,1790361843.815600,1790361892.866588,1790361892.996288,1790361900.369062,35,256,49.180688,49.050988,0.028913,
pi-264,1790361843.850275,1790361892.866857,1790361892.996290,1790361900.369071,26,256,49.146015,49.016582,0.028913,
pi-265,1790361843.978708,1790361892.867088,1790361892.996292,1790361897.279559,60,149,49.017584,48.888381,0.028941,
pi-266,1790361844.091894,1790361892.867463,1790361892.996295,1790361900.369078,15,256,48.904401,48.775569,0.028913,
pi-267,1790361844.454415,1790361900.371159,1790361900.396598,1790361907.020670,11,256,55.942183,55.916743,0.025977,
pi-268,1790361844.931776,1790361900.371512,1790361900.434468,1790361907.044913,19,256,55.502692,55.439736,0.025923,
pi-269,1790361845.597987,1790361900.371871,1790361900.434474,1790361904.111895,27,142,54.836486,54.773884,0.026081,
pi-270,1790361845.701033,1790361908.657171,1790361908.674498,1790361919.739131,25,256,62.973464,62.956138,0.043391,
pi-271,1790361846.088080,1790361908.657546,1790361908.885593,1790361919.788689,22,256,62.797513,62.569465,0.042757,
pi-272,1790361846.447610,1790361908.657893,1790361908.885596,1790361919.788701,16,256,62.437987,62.210283,0.042757,
pi-273,1790361846.537372,1790361908.658225,1790361908.885599,1790361919.788711,35,256,62.348227,62.120853,0.042757,
pi-274,1790361846.841236,1790361908.658582,1790361908.885601,1790361919.788720,16,256,62.044365,61.817346,0.042757,
pi-275,1790361847.492972,1790361908.658876,1790361908.885604,1790361913.525478,19,117,61.392632,61.165904,0.039999,
pi-276,1790361847.542981,1790361908.659169,1790361908.885606,1790361919.788728,32,256,61.342625,61.116188,0.042757,
pi-277,1790361847.755312,1790361908.659484,1790361908.885608,1790361919.788738,39,256,61.130296,60.904172,0.042757,
pi-278,1790361848.084284,1790361908.659806,1790361908.885611,1790361919.788746,18,256,60.801327,60.575522,0.042757,
pi-279,1790361848.300302,1790361908.660114,1790361908.885613,1790361919.788754,22,256,60.585311,60.359812,0.042757,
pi-280,1790361848.964314,1790361908.660417,1790361908.885615,1790361919.788763,43,256,59.921301,59.696103,0.042757,
pi-281,1790361849.736779,1790361908.660762,1790361908.885618,1790361919.788772,36,256,59.148838,58.923983,0.042757,
pi-282,1790361850.157714,1790361908.661070,1790361908.885620,1790361919.788780,29,256,58.727906,58.503356,0.042757,
pi-283,1790361855.222552,1790361908.661395,1790361908.885622,1790361919.788788,39,256,53.663070,53.438843,0.042758,
pi-284,1790361855.834886,1790361908.661710,1790361908.885625,1790361919.788795,26,256,53.050739,52.826824,0.042758,
pi-285,1790361856.164580,1790361908.662023,1790361908.885627,1790361919.788804,18,256,52.721047,52.497443,0.042758,
pi-286,1790361858.331411,1790361908.662314,1790361908.885629,1790361919.788811,31,256,50.554218,50.330903,0.042758,
pi-287,1790361860.082358,1790361908.662617,1790361908.885631,1790361919.788819,20,256,48.803274,48.580260,0.042758,
pi-288,1790361860.984452,1790361908.662915,1790361908.885633,1790361919.788827,17,256,47.901181,47.678463,0.042758,
pi-289,1790361862.353322,1790361908.663188,1790361908.885636,1790361919.788834,27,256,46.532314,46.309866,0.042758,
pi-290,1790361862.462879,1790361908.663471,1790361908.885638,1790361919.788842,31,256,46.422758,46.200591,0.042758,
pi-291,1790361862.635484,1790361908.663778,1790361908.885640,1790361919.788849,23,256,46.250156,46.028294,0.042758,
pi-292,1790361863.451684,1790361908.664088,1790361908.885643,1790361919.788856,25,256,45.433959,45.212404,0.042758,
pi-293,1790361863.577100,1790361908.664391,1790361908.885645,1790361919.788864,14,256,45.308545,45.087291,0.042758,
pi-294,1790361863.860834,1790361908.664659,1790361908.885648,1790361912.396074,13,89,45.024814,44.803825,0.039891,
pi-295,1790361864.015830,1790361908.664904,1790361908.885650,1790361919.788871,27,256,44.869820,44.649075,0.042758,
pi-296,1790361864.404528,1790361908.665194,1790361908.885652,1790361911.134952,30,58,44.481124,44.260666,0.039461,
pi-297,1790361864.824910,1790361908.665512,1790361908.885654,1790361919.788879,16,256,44.060744,43.840602,0.042758,
pi-298,1790361864.992402,1790361908.665787,1790361908.885657,1790361919.788886,32,256,43.893255,43.673385,0.042758,
pi-299,1790361865.247782,1790361908.666280,1790361908.885659,1790361919.788894,55,256,43.637877,43.418498,0.042758,
pi-300,1790361865.707790,1790361908.666677,1790361908.885662,1790361919.788902,14,256,43.177872,42.958888,0.042758,
pi-301,1790361865.811093,1790361908.666966,1790361908.885664,1790361919.788910,18,256,43.074571,42.855873,0.042758,
pi-302,1790361866.932062,1790361908.667249,1790361908.885666,1790361919.788916,16,256,41.953604,41.735188,0.042758,
pi-303,1790361868.283593,1790361908.667528,1790361908.885668,1790361919.788923,16,256,40.602075,40.383935,0.042758,
pi-304,1790361869.808830,1790361908.667795,1790361908.885670,1790361919.788929,22,256,39.076840,38.858964,0.042758,
pi-305,1790361869.945048,1790361908.668075,1790361908.885672,1790361919.788936,32,256,38.940625,38.723027,0.042758,
pi-306,1790361870.370018,1790361908.668395,1790361908.885674,1790361919.788944,22,256,38.515657,38.298377,0.042758,
pi-307,1790361870.470956,1790361908.668692,1790361908.885677,1790361919.788951,37,256,38.414721,38.197736,0.042758,
pi-308,1790361870.499348,1790361908.669023,1790361908.885679,1790361919.788960,27,256,38.386331,38.169675,0.042758,
pi-309,1790361870.799839,1790361910.659042,1790361910.729949,1790361916.398353,74,136,39.930110,39.859203,0.041988,
pi-310,1790361871.882242,1790361911.137067,1790361911.222976,1790361922.278577,22,256,39.340734,39.254824,0.043355,
pi-311,1790361872.267550,1790361911.655294,1790361911.738836,1790361922.815940,17,256,39.471286,39.387745,0.043440,
pi-312,1790361872.876631,1790361911.655635,1790361911.738838,1790361922.815953,18,256,38.862207,38.779004,0.043440,
pi-313,1790361873.846756,1790361911.655966,1790361911.738841,1790361922.815961,20,256,37.892085,37.809210,0.043440,
pi-314,1790361874.409359,1790361911.656277,1790361911.738843,1790361922.815969,17,256,37.329484,37.246918,0.043440,
pi-315,1790361874.885787,1790361911.656561,1790361911.738845,1790361922.815976,37,256,36.853059,36.770775,0.043440,
pi-316,1790361875.396955,1790361911.656871,1790361911.738847,1790361922.815983,18,256,36.341893,36.259916,0.043440,
pi-317,1790361875.510671,1790361912.400214,1790361912.484733,1790361923.530714,15,256,36.974062,36.889544,0.043318,
pi-318,1790361876.747001,1790361912.657413,1790361912.757898,1790361923.774956,27,256,36.010897,35.910412,0.043204,
pi-319,1790361877.036119,1790361912.657762,1790361912.757900,1790361923.774968,31,256,35.721782,35.621643,0.043204,
pi-320,1790361877.096119,1790361912.658131,1790361912.757903,1790361923.774976,18,256,35.661783,35.562012,0.043204,
pi-321,1790361877.415804,1790361912.658404,1790361912.757905,1790361923.774984,19,256,35.342100,35.242600,0.043204,
pi-322,1790361877.448260,1790361913.528667,1790361913.629924,1790361924.553363,89,256,36.181664,36.080407,0.042837,
pi-323,1790361878.646844,1790361913.656480,1790361913.716079,1790361924.631274,17,256,35.069235,35.009636,0.042805,
pi-324,1790361878.769851,1790361913.656788,1790361913.716082,1790361923.850029,17,234,34.946231,34.886937,0.043493,
pi-325,1790361878.843953,1790361913.657051,1790361913.762265,1790361924.669517,33,256,34.918312,34.813098,0.042774,
pi-326,1790361878.913004,1790361913.657321,1790361913.762268,1790361924.669527,25,256,34.849264,34.744318,0.042774,
pi-327,1790361881.277576,1790361913.657567,1790361913.762270,1790361924.669536,18,256,32.484694,32.379991,0.042774,
pi-328,1790361881.668674,1790361914.656984,1790361914.746221,1790361925.536087,22,256,33.077547,32.988310,0.042313,
pi-329,1790361881.781685,1790361914.657334,1790361914.746223,1790361925.536099,35,256,32.964538,32.875648,0.042313,
pi-330,1790361882.155666,1790361914.657655,1790361914.746225,1790361925.536113,37,256,32.590559,32.501988,0.042313,
pi-331,1790361882.464830,1790361914.657969,1790361914.746228,1790361925.536122,22,256,32.281398,32.193138,0.042313,
pi-332,1790361882.712036,1790361915.657428,1790361915.741390,1790361926.264568,24,256,33.029354,32.945391,0.041267,
pi-333,1790361882.859607,1790361915.657788,1790361915.741393,1790361926.264579,16,256,32.881786,32.798181,0.041267,
pi-334,1790361883.756576,1790361915.658051,1790361915.741395,1790361926.264588,23,256,31.984819,31.901476,0.041267,
pi-335,1790361883.908689,1790361915.658336,1790361915.741397,1790361926.264596,14,256,31.832707,31.749647,0.041267,
pi-336,1790361885.438988,1790361915.658579,1790361915.741399,1790361920.199502,38,99,30.302410,30.219590,0.045491,
pi-337,1790361889.478893,1790361916.402505,1790361916.510677,1790361926.776090,14,256,27.031785,26.923612,0.040257,
pi-338,1790361889.844506,1790361919.739321,1790361919.834882,1790361928.980355,18,256,29.990376,29.894814,0.035865,
pi-339,1790361890.527965,1790361919.791128,1790361919.913453,1790361924.818352,33,124,29.385488,29.263163,0.039877,
pi-340,1790361893.718735,1790361919.791498,1790361919.913455,1790361929.011519,19,256,26.194720,26.072763,0.035679,
pi-341,1790361895.321321,1790361919.791843,1790361919.913457,1790361929.011530,22,256,24.592136,24.470522,0.035679,
pi-342,1790361895.623406,1790361919.792155,1790361919.913459,1790361925.710272,60,149,24.290053,24.168748,0.039168,
pi-343,1790361898.412990,1790361919.792485,1790361919.913461,1790361929.011545,15,256,21.500471,21.379495,0.035679,
pi-344,1790361901.344923,1790361919.792694,1790361919.913463,1790361929.011554,21,256,18.568541,18.447772,0.035679,
pi-345,1790361903.773632,1790361919.792927,1790361919.913465,1790361929.011562,42,256,16.139833,16.019294,0.035679,
pi-346,1790361903.892606,1790361919.793192,1790361919.913468,1790361929.011570,37,256,16.020861,15.900586,0.035679,
pi-347,1790361906.533862,1790361919.793461,1790361919.913470,1790361929.011579,22,256,13.379608,13.259598,0.035679,
pi-348,1790361910.207193,1790361919.793687,1790361919.913473,1790361929.011586,19,256,9.706279,9.586494,0.035679,
pi-349,1790361911.914658,1790361919.793906,1790361919.913475,1790361929.011593,22,256,7.998817,7.879249,0.035679,
pi-350,1790361912.576481,1790361919.794124,1790361919.913477,1790361929.011600,25,256,7.336996,7.217643,0.035679,
pi-351,1790361913.132150,1790361919.794353,1790361919.913479,1790361923.739516,14,94,6.781329,6.662203,0.041140,
pi-352,1790361914.752372,1790361919.794542,1790361919.913481,1790361929.011609,28,256,5.161109,5.042170,0.035679,
pi-353,1790361917.402245,1790361919.794773,1790361919.913484,1790361929.011617,16,256,2.511238,2.392528,0.035679,
pi-354,1790361919.718518,1790361919.794980,1790361919.913486,1790361929.011623,18,256,0.194968,0.076462,0.035679,
pi-355,1790361922.972785,1790361922.973874,1790361923.057908,1790361930.976216,19,256,0.085123,0.001089,0.031052,
pi-356,1790361923.654376,1790361923.658462,1790361923.739532,1790361926.195662,26,70,0.085156,0.004086,0.035596,
pi-357,1790361928.120707,1790361928.124794,1790361928.193468,1790361935.122140,15,256,0.072761,0.004087,0.027171,
pi-358,1790361931.148386,1790361931.152474,1790361931.236146,1790361938.143169,25,256,0.087760,0.004088,0.027086,
pi-359,1790361932.758732,1790361932.761822,1790361932.810810,1790361939.829432,40,256,0.052078,0.003090,0.027524,
pi-360,1790361932.765332,1790361932.767415,1790361932.810813,1790361939.829443,21,256,0.045482,0.002084,0.027524,
pi-361,1790361933.867322,1790361933.870404,1790361933.914053,1790361940.973082,22,256,0.046731,0.003082,0.027682,
pi-362,1790361933.897436,1790361933.901519,1790361933.948484,1790361941.001037,19,256,0.051048,0.004082,0.027657,
pi-363,1790361935.722754,1790361935.724835,1790361935.769999,1790361942.873536,27,256,0.047245,0.002081,0.027857,
pi-364,1790361935.993973,1790361935.999055,1790361936.050098,1790361943.151676,28,256,0.056125,0.005083,0.027849,
pi-365,1790361936.600289,1790361936.600310,1790361936.634166,1790361943.723969,18,256,0.033876,0.000021,0.027803,
pi-366,1790361940.184453,1790361940.186535,1790361940.236751,1790361947.226344,17,256,0.052297,0.002081,0.027410,
pi-367,1790361940.434965,1790361940.434987,1790361940.491055,1790361947.468742,20,256,0.056090,0.000022,0.027363,
pi-368,1790361940.789004,1790361940.792085,1790361940.829035,1790361947.781312,22,256,0.040031,0.003081,0.027264,
pi-369,1790361941.208210,1790361941.210290,1790361941.249650,1790361948.169523,17,256,0.041440,0.002080,0.027137,
pi-370,1790361941.263918,1790361941.267004,1790361941.314833,1790361948.243296,31,256,0.050915,0.003085,0.027170,
