gpu,model,task,conc,rate,realized_bw,mbu,jbyte_direct,tok_s,p_avg,idle,weight_bytes_per_bin,run_dir
B200,Qwen2.5-32B-Instruct,alpaca,16,,3864876229569.614,0.4831095286962017,1.4080463530585372e-10,911.5832479102697,785.8789015924867,241.696,764240063008.1301,logs/B200_32B/Qwen2.5-32B-Instruct/alpaca_c16
B200,Qwen2.5-32B-Instruct,alpaca,4,,3987043579581.435,0.4983804474476794,1.2886113491427754e-10,243.04772624079808,755.4634642401022,241.696,793641543644.0677,logs/B200_32B/Qwen2.5-32B-Instruct/alpaca_c4
B200,Qwen2.5-32B-Instruct,alpaca,64,,3594218439109.3667,0.44927730488867085,1.8069834928822605e-10,3258.6979892797476,891.1492955974842,241.696,692257014574.8988,logs/B200_32B/Qwen2.5-32B-Instruct/alpaca_c64
B200,Qwen2.5-32B-Instruct,sharegpt,1,,4062739933263.614,0.5078424916579517,1.2638958882315877e-10,63.1988129612937,755.1690062553926,241.696,809625501287.5536,logs/B200_32B/Qwen2.5-32B-Instruct/sharegpt_c1
B200,Qwen2.5-32B-Instruct,sharegpt,16,,3748085440631.51,0.4685106800789387,1.4858165903864247e-10,887.3731210742326,798.580875076297,241.696,732917021862.3481,logs/B200_32B/Qwen2.5-32B-Instruct/sharegpt_c16
B200,Qwen2.5-32B-Instruct,sharegpt,4,,3960461906905.2134,0.49505773836315164,1.3128482643513585e-10,239.18037254353032,761.6467879222108,241.696,787724858367.3469,logs/B200_32B/Qwen2.5-32B-Instruct/sharegpt_c4
B200,Qwen2.5-32B-Instruct,sharegpt,64,,3129218933313.6895,0.39115236666421116,1.989955125857954e-10,2704.6779101119796,864.386764527845,241.696,579584469112.9032,logs/B200_32B/Qwen2.5-32B-Instruct/sharegpt_c64
B200,Qwen2-72B-Instruct,alpaca,1,,4923471318421.684,0.6154339148027105,1.2526782657070548e-10,34.30757561243316,853.0752186251839,236.322,983603274369.7479,logs/B200_large/Qwen2-72B-Instruct/alpaca_c1
B200,Qwen2-72B-Instruct,alpaca,16,,4884488908961.912,0.610561113620239,1.3732510390303814e-10,499.8805073539936,907.0871925270403,236.322,969031372549.0197,logs/B200_large/Qwen2-72B-Instruct/alpaca_c16
B200,Qwen2-72B-Instruct,alpaca,4,,4985017536842.205,0.6231271921052757,1.2893997224304588e-10,137.55955653952103,879.0891867585151,236.322,992780235114.5038,logs/B200_large/Qwen2-72B-Instruct/alpaca_c4
B200,Qwen2-72B-Instruct,sharegpt,1,,4883963319588.958,0.6104954149486197,1.261334015971603e-10,34.03200408798279,852.3530302307081,236.322,973761903174.6031,logs/B200_large/Qwen2-72B-Instruct/sharegpt_c1
B200,Qwen2-72B-Instruct,sharegpt,16,,4754663307899.714,0.5943329134874642,1.413163934229981e-10,477.8340294956156,908.2374807802638,236.322,940413802671.7557,logs/B200_large/Qwen2-72B-Instruct/sharegpt_c16
B200,Qwen2-72B-Instruct,sharegpt,4,,4920040473704.377,0.6150050592130472,1.3002950441070697e-10,134.08580104034573,876.07422663054,236.322,978896725482.6255,logs/B200_large/Qwen2-72B-Instruct/sharegpt_c4
A5000,Qwen2-7B-Instruct,alpaca,1,,149766970554.62228,0.19500907624299776,2.7828738320628703e-10,10.530107466315686,102.49525645656493,60.817,29914707653.429604,logs/A5000/Qwen2-7B-Instruct/alpaca_c1
A5000,Qwen2-7B-Instruct,alpaca,16,,165417915695.54623,0.21538791106190916,2.33260229711855e-10,151.4312355003798,99.4024755189352,60.817,32800752563.291138,logs/A5000/Qwen2-7B-Instruct/alpaca_c16
A5000,Qwen2-7B-Instruct,alpaca,4,,198458458339.21606,0.25840945096252094,1.9528809271020816e-10,51.127149420199004,99.57368138444122,60.817,39547981258.064514,logs/A5000/Qwen2-7B-Instruct/alpaca_c4
A5000,Qwen2-7B-Instruct,alpaca,64,,121057698855.61111,0.15762721205157698,3.2600711236387477e-10,409.19798960384173,100.27022176079736,60.817,23567616666.666668,logs/A5000/Qwen2-7B-Instruct/alpaca_c64
A5000,Qwen2-7B-Instruct,sharegpt,1,,148818277758.56003,0.1937737991647917,2.6948606458534063e-10,10.474978699779552,100.92152363413136,60.817,29666338693.877552,logs/A5000/Qwen2-7B-Instruct/sharegpt_c1
A5000,Qwen2-7B-Instruct,sharegpt,16,,164731871076.9946,0.21449462379817005,2.3469899842490343e-10,133.9955415031523,99.46945811023622,60.817,32486342189.542484,logs/A5000/Qwen2-7B-Instruct/sharegpt_c16
A5000,Qwen2-7B-Instruct,sharegpt,4,,188781830729.90628,0.24580967542956547,2.0516144469651223e-10,48.10879983476004,99.54799656357388,60.817,37649267625.0,logs/A5000/Qwen2-7B-Instruct/sharegpt_c4
A5000,Qwen2-7B-Instruct,sharegpt,64,,123339228989.98106,0.16059795441403785,3.120598269351581e-10,406.6753862487174,99.27551150275796,60.817,22879617919.254658,logs/A5000/Qwen2-7B-Instruct/sharegpt_c64
A5000,Qwen2.5-3B-Instruct,alpaca,1,,132842319775.80911,0.1729717705414181,2.8721726805248194e-10,21.411713706647785,99.5556841509434,61.401,26448834225.56391,logs/A5000/Qwen2.5-3B-Instruct/alpaca_c1
A5000,Qwen2.5-3B-Instruct,alpaca,16,,203501577927.02896,0.26497601292581896,1.8764522042367123e-10,476.73960272616085,99.58711631911231,61.401,40055397140.68441,logs/A5000/Qwen2.5-3B-Instruct/alpaca_c16
A5000,Qwen2.5-3B-Instruct,alpaca,4,,230615951763.7538,0.3002811871923878,1.6563995765692025e-10,145.49468447231553,99.60028125,61.401,45877429049.58678,logs/A5000/Qwen2.5-3B-Instruct/alpaca_c4
A5000,Qwen2.5-3B-Instruct,alpaca,64,,143404227621.36868,0.1867242547153238,2.639621636998948e-10,1247.383408831702,99.25438461538462,61.401,27172557783.58209,logs/A5000/Qwen2.5-3B-Instruct/alpaca_c64
A5000,Qwen2.5-3B-Instruct,sharegpt,1,,132969600972.63812,0.17313750126645588,2.8668787190325144e-10,21.45736439189661,99.5217164710813,61.401,26518921757.322174,logs/A5000/Qwen2.5-3B-Instruct/sharegpt_c1
A5000,Qwen2.5-3B-Instruct,sharegpt,16,,196129091631.27396,0.255376421394888,1.947656588160634e-10,458.4950223063435,99.59969952516619,61.401,38206110435.1145,logs/A5000/Qwen2.5-3B-Instruct/sharegpt_c16
A5000,Qwen2.5-3B-Instruct,sharegpt,4,,220558285571.8368,0.28718526767166247,1.7327968077852594e-10,138.37519976079994,99.61889761354888,61.401,43767242919.54023,logs/A5000/Qwen2.5-3B-Instruct/sharegpt_c4
A5000,Qwen2.5-3B-Instruct,sharegpt,64,,141148114424.66864,0.1837866073237873,2.698630307411673e-10,1115.4854982691527,99.49118251561106,61.401,25292997992.125984,logs/A5000/Qwen2.5-3B-Instruct/sharegpt_c64
